instance,2013_INDU-GlucoRed,2013_INDU-Lingeling,2013_INDU-Lingeling_aqw,2013_INDU-Nigma,2013_INDU-Nigma-NoPB,2013_INDU-RSeq,2013_INDU-Riss3g_3g,2013_INDU-SAT4J,2013_INDU-Solver43a,2013_INDU-Solver43b,2013_INDU-ZENN,2013_INDU-forl,2013_INDU-gluH,2013_INDU-gluH_simp,2013_INDU-glucose,2013_INDU-glue_bit,2013_INDU-gluebit_lgl,2013_INDU-glueminisat,2013_INDU-minipure,2013_INDU-relback,2013_INDU-satUZK,2013_INDU-sattimeRelbackShr,2013_INDU-strangenight
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/bitverif/isqrt/isqrt1_32.cnf,SAT:148.691:148.691:5000.0:0,SAT:133.686:133.686:5000.0:0,SAT:143.202:143.202:5000.0:0,SAT:73.2919:73.2919:5000.0:0,SAT:74.3187:74.3187:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:71.2832:71.2832:5000.0:0,SAT:315.423:315.423:5000.0:0,SAT:55.0596:55.0596:5000.0:0,SAT:62.2145:62.2145:5000.0:0,SAT:83.1024:83.1024:5000.0:0,SAT:164.552:164.552:5000.0:0,SAT:67.8087:67.8087:5000.0:0,SAT:78.848:78.848:5000.0:0,SAT:79.5519:79.5519:5000.0:0,SAT:62.6185:62.6185:5000.0:0,SAT:128.235:128.235:5000.0:0,SAT:80.4308:80.4308:5000.0:0,SAT:82.7214:82.7214:5000.0:0,SAT:76.5344:76.5344:5000.0:0,SAT:175.511:175.511:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:392.828:392.828:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/bitverif/isqrt/isqrt2_32.cnf,SAT:135.517:135.517:5000.0:0,SAT:149.928:149.928:5000.0:0,SAT:109.577:109.577:5000.0:0,SAT:77.8462:77.8462:5000.0:0,SAT:78.1061:78.1061:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:84.1842:84.1842:5000.0:0,SAT:475.483:475.483:5000.0:0,SAT:142.094:142.094:5000.0:0,SAT:85.9969:85.9969:5000.0:0,SAT:88.9045:88.9045:5000.0:0,SAT:144.765:144.765:5000.0:0,SAT:83.5313:83.5313:5000.0:0,SAT:74.7286:74.7286:5000.0:0,SAT:81.5426:81.5426:5000.0:0,SAT:72.7669:72.7669:5000.0:0,SAT:153.385:153.385:5000.0:0,SAT:88.4516:88.4516:5000.0:0,SAT:111.942:111.942:5000.0:0,SAT:66.4279:66.4279:5000.0:0,SAT:226.939:226.939:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:434.682:434.682:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/bitverif/maxand/maxand128.cnf,SAT:7.31289:7.31289:5000.0:0,SAT:8.76767:8.76767:5000.0:0,SAT:22.0307:22.0307:5000.0:0,SAT:44.8042:44.8042:5000.0:0,SAT:71.7821:71.7821:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:8.28774:8.28774:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:67.7447:67.7447:5000.0:0,SAT:113.18:113.18:5000.0:0,SAT:10.4304:10.4304:5000.0:0,SAT:30.5324:30.5324:5000.0:0,SAT:22.4646:22.4646:5000.0:0,SAT:20.9788:20.9788:5000.0:0,SAT:5.09023:5.09023:5000.0:0,SAT:15.7116:15.7116:5000.0:0,SAT:103.678:103.678:5000.0:0,SAT:7.31489:7.31489:5000.0:0,SAT:4229.67:4229.67:5000.0:0,SAT:28.2417:28.2417:5000.0:0,SAT:160.681:160.681:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:16.2365:16.2365:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/bitverif/maxor/maxor064.cnf,SAT:90.1083:90.1083:5000.0:0,SAT:169.672:169.672:5000.0:0,SAT:181.574:181.574:5000.0:0,SAT:74.7416:74.7416:5000.0:0,SAT:92.7299:92.7299:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:203.693:203.693:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:141.67:141.67:5000.0:0,SAT:102.626:102.626:5000.0:0,SAT:147.796:147.796:5000.0:0,SAT:140.791:140.791:5000.0:0,SAT:131.34:131.34:5000.0:0,SAT:114.216:114.216:5000.0:0,SAT:94.6696:94.6696:5000.0:0,SAT:105.266:105.266:5000.0:0,SAT:930.406:930.406:5000.0:0,SAT:89.3494:89.3494:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:193.267:193.267:5000.0:0,SAT:513.694:513.694:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:198.799:198.799:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor064.cnf,SAT:142.917:142.917:5000.0:0,SAT:228.302:228.302:5000.0:0,SAT:174.34:174.34:5000.0:0,SAT:62.5785:62.5785:5000.0:0,SAT:106.241:106.241:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:121.657:121.657:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:121.039:121.039:5000.0:0,SAT:97.2772:97.2772:5000.0:0,SAT:193.898:193.898:5000.0:0,SAT:173.743:173.743:5000.0:0,SAT:66.4159:66.4159:5000.0:0,SAT:106.952:106.952:5000.0:0,SAT:86.3939:86.3939:5000.0:0,SAT:46.086:46.086:5000.0:0,SAT:132.968:132.968:5000.0:0,SAT:90.1393:90.1393:5000.0:0,SAT:991.047:991.047:5000.0:0,SAT:93.4838:93.4838:5000.0:0,SAT:104.838:104.838:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:131.926:131.926:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/bitverif/minor/minor128.cnf,SAT:5.34219:5.34219:5000.0:0,SAT:10.4074:10.4074:5000.0:0,SAT:23.8304:23.8304:5000.0:0,SAT:55.2726:55.2726:5000.0:0,SAT:103.533:103.533:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:29.2616:29.2616:5000.0:0,SAT:3790.11:3790.11:5000.0:0,SAT:83.3703:83.3703:5000.0:0,SAT:73.3489:73.3489:5000.0:0,SAT:8.12576:8.12576:5000.0:0,SAT:33.5489:33.5489:5000.0:0,SAT:19.579:19.579:5000.0:0,SAT:18.2112:18.2112:5000.0:0,SAT:4.87426:4.87426:5000.0:0,SAT:18.9001:18.9001:5000.0:0,SAT:80.9107:80.9107:5000.0:0,SAT:9.2286:9.2286:5000.0:0,SAT:2480.39:2480.39:5000.0:0,SAT:24.9442:24.9442:5000.0:0,SAT:78.2081:78.2081:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:15.8256:15.8256:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/bitverif/smulo/smulo032.cnf,SAT:301.362:301.362:5000.0:0,SAT:1379.05:1379.05:5000.0:0,SAT:2695.38:2695.38:5000.0:0,SAT:1023.29:1023.29:5000.0:0,SAT:1097.34:1097.34:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:406.244:406.244:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1536.9:1536.9:5000.0:0,SAT:1023.73:1023.73:5000.0:0,SAT:2001.45:2001.45:5000.0:0,SAT:808.262:808.262:5000.0:0,SAT:442.508:442.508:5000.0:0,SAT:545.038:545.038:5000.0:0,SAT:707.563:707.563:5000.0:0,SAT:710.619:710.619:5000.0:0,SAT:474.221:474.221:5000.0:0,SAT:1048.43:1048.43:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1568.91:1568.91:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/crypto/desgen/gss-18-s100.cnf,SAT:1747.78:1747.78:5000.0:0,SAT:53.9598:53.9598:5000.0:0,SAT:217.163:217.163:5000.0:0,SAT:136.187:136.187:5000.0:0,SAT:70.4213:70.4213:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:213.378:213.378:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:310.832:310.832:5000.0:0,SAT:392.188:392.188:5000.0:0,SAT:283.759:283.759:5000.0:0,SAT:49.6924:49.6924:5000.0:0,SAT:118.938:118.938:5000.0:0,SAT:250.609:250.609:5000.0:0,SAT:231.656:231.656:5000.0:0,SAT:22.2406:22.2406:5000.0:0,SAT:43.9553:43.9553:5000.0:0,SAT:485.2:485.2:5000.0:0,SAT:433.007:433.007:5000.0:0,SAT:13.5599:13.5599:5000.0:0,SAT:271.51:271.51:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:238.699:238.699:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-08.cnf,SAT:212.328:212.328:5000.0:0,SAT:178.023:178.023:5000.0:0,SAT:171.825:171.825:5000.0:0,SAT:184.215:184.215:5000.0:0,SAT:119.903:119.903:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:148.891:148.891:5000.0:0,SAT:2204.78:2204.78:5000.0:0,SAT:346.239:346.239:5000.0:0,SAT:305.289:305.289:5000.0:0,SAT:172.1:172.1:5000.0:0,SAT:136.746:136.746:5000.0:0,SAT:265.805:265.805:5000.0:0,SAT:296.221:296.221:5000.0:0,SAT:217.217:217.217:5000.0:0,SAT:223.69:223.69:5000.0:0,SAT:170.327:170.327:5000.0:0,SAT:212.733:212.733:5000.0:0,SAT:96.8613:96.8613:5000.0:0,SAT:278.828:278.828:5000.0:0,SAT:130.05:130.05:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:75.8775:75.8775:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/diagnosis/ACG-10-10p1.cnf,SAT:77.9331:77.9331:5000.0:0,SAT:39.371:39.371:5000.0:0,SAT:57.8982:57.8982:5000.0:0,SAT:104.422:104.422:5000.0:0,SAT:78.2391:78.2391:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:32.5051:32.5051:5000.0:0,SAT:558.511:558.511:5000.0:0,SAT:158.591:158.591:5000.0:0,SAT:74.2237:74.2237:5000.0:0,SAT:109.896:109.896:5000.0:0,SAT:78.4191:78.4191:5000.0:0,SAT:54.4927:54.4927:5000.0:0,SAT:101.613:101.613:5000.0:0,SAT:50.3423:50.3423:5000.0:0,SAT:64.7911:64.7911:5000.0:0,SAT:43.6174:43.6174:5000.0:0,SAT:39.657:39.657:5000.0:0,SAT:141.345:141.345:5000.0:0,SAT:96.5403:96.5403:5000.0:0,SAT:9.73052:9.73052:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:98.2631:98.2631:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/diagnosis/ACG-15-5p0.cnf,SAT:81.4396:81.4396:5000.0:0,SAT:66.5509:66.5509:5000.0:0,SAT:87.4687:87.4687:5000.0:0,SAT:133.901:133.901:5000.0:0,SAT:113.682:113.682:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:84.2792:84.2792:5000.0:0,SAT:715.975:715.975:5000.0:0,SAT:225.455:225.455:5000.0:0,SAT:87.1138:87.1138:5000.0:0,SAT:125.273:125.273:5000.0:0,SAT:72.7129:72.7129:5000.0:0,SAT:87.0688:87.0688:5000.0:0,SAT:92.353:92.353:5000.0:0,SAT:52.2081:52.2081:5000.0:0,SAT:61.1097:61.1097:5000.0:0,SAT:113.39:113.39:5000.0:0,SAT:51.8531:51.8531:5000.0:0,SAT:157.377:157.377:5000.0:0,SAT:93.5038:93.5038:5000.0:0,SAT:277.453:277.453:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:122.062:122.062:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/diagnosis/ACG-20-5p0.cnf,SAT:671.975:671.975:5000.0:0,SAT:375.727:375.727:5000.0:0,SAT:316.105:316.105:5000.0:0,SAT:688.534:688.534:5000.0:0,SAT:818.721:818.721:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:812.457:812.457:5000.0:0,SAT:3512.5:3512.5:5000.0:0,SAT:3935.7:3935.7:5000.0:0,SAT:1248.61:1248.61:5000.0:0,SAT:497.537:497.537:5000.0:0,SAT:226.315:226.315:5000.0:0,SAT:920.257:920.257:5000.0:0,SAT:687.621:687.621:5000.0:0,SAT:822.724:822.724:5000.0:0,SAT:912.799:912.799:5000.0:0,SAT:710.871:710.871:5000.0:0,SAT:776.143:776.143:5000.0:0,SAT:397.197:397.197:5000.0:0,SAT:1140.8:1140.8:5000.0:0,SAT:1030.4:1030.4:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:293.698:293.698:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/diagnosis/UCG-10-10p1.cnf,SAT:50.5133:50.5133:5000.0:0,SAT:42.5695:42.5695:5000.0:0,SAT:55.2716:55.2716:5000.0:0,SAT:82.2065:82.2065:5000.0:0,SAT:58.5581:58.5581:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:31.2532:31.2532:5000.0:0,SAT:183.222:183.222:5000.0:0,SAT:101.901:101.901:5000.0:0,SAT:57.6702:57.6702:5000.0:0,SAT:79.4169:79.4169:5000.0:0,SAT:18.5822:18.5822:5000.0:0,SAT:31.6092:31.6092:5000.0:0,SAT:75.78:75.78:5000.0:0,SAT:20.9198:20.9198:5000.0:0,SAT:38.4761:38.4761:5000.0:0,SAT:96.2824:96.2824:5000.0:0,SAT:41.7117:41.7117:5000.0:0,SAT:44.3683:44.3683:5000.0:0,SAT:35.7566:35.7566:5000.0:0,SAT:28.2417:28.2417:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:81.4316:81.4316:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/diagnosis/UCG-15-5p1.cnf,SAT:47.1408:47.1408:5000.0:0,SAT:40.2079:40.2079:5000.0:0,SAT:68.1176:68.1176:5000.0:0,SAT:37.5693:37.5693:5000.0:0,SAT:67.0348:67.0348:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:53.8178:53.8178:5000.0:0,SAT:419.141:419.141:5000.0:0,SAT:52.761:52.761:5000.0:0,SAT:53.1809:53.1809:5000.0:0,SAT:75.8595:75.8595:5000.0:0,SAT:50.0554:50.0554:5000.0:0,SAT:56.3594:56.3594:5000.0:0,SAT:62.4885:62.4885:5000.0:0,SAT:46.265:46.265:5000.0:0,SAT:38.0912:38.0912:5000.0:0,SAT:93.1868:93.1868:5000.0:0,SAT:48.8076:48.8076:5000.0:0,SAT:104.445:104.445:5000.0:0,SAT:37.1084:37.1084:5000.0:0,SAT:63.9003:63.9003:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:80.2018:80.2018:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/diagnosis/UCG-20-10p0.cnf,SAT:3981.43:3981.43:5000.0:0,SAT:475.284:475.284:5000.0:0,SAT:317.435:317.435:5000.0:0,SAT:1513.41:1513.41:5000.0:0,SAT:1549.65:1549.65:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1095.28:1095.28:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4211.09:4211.09:5000.0:0,SAT:1894.28:1894.28:5000.0:0,SAT:641.852:641.852:5000.0:0,SAT:2516.23:2516.23:5000.0:0,SAT:2591.4:2591.4:5000.0:0,SAT:1989.4:1989.4:5000.0:0,SAT:1020.7:1020.7:5000.0:0,SAT:2274.54:2274.54:5000.0:0,SAT:1681.39:1681.39:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4321.1:4321.1:5000.0:0,SAT:3540.05:3540.05:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1444.08:1444.08:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/diagnosis/UCG-20-5p0.cnf,SAT:526.756:526.756:5000.0:0,SAT:171.817:171.817:5000.0:0,SAT:243.685:243.685:5000.0:0,SAT:385.148:385.148:5000.0:0,SAT:266.86:266.86:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:630.673:630.673:5000.0:0,SAT:1589.75:1589.75:5000.0:0,SAT:993.48:993.48:5000.0:0,SAT:498.672:498.672:5000.0:0,SAT:643.168:643.168:5000.0:0,SAT:160.967:160.967:5000.0:0,SAT:413.007:413.007:5000.0:0,SAT:617.876:617.876:5000.0:0,SAT:357.176:357.176:5000.0:0,SAT:278.603:278.603:5000.0:0,SAT:1528.44:1528.44:5000.0:0,SAT:1008.6:1008.6:5000.0:0,SAT:645.418:645.418:5000.0:0,SAT:201.121:201.121:5000.0:0,SAT:445.817:445.817:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:223.539:223.539:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/diagnosis/UR-15-5p1.cnf,SAT:78.4911:78.4911:5000.0:0,SAT:110.103:110.103:5000.0:0,SAT:130.96:130.96:5000.0:0,SAT:137.962:137.962:5000.0:0,SAT:21.5887:21.5887:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:90.6892:90.6892:5000.0:0,SAT:508.233:508.233:5000.0:0,SAT:182.171:182.171:5000.0:0,SAT:81.3966:81.3966:5000.0:0,SAT:119.525:119.525:5000.0:0,SAT:61.4757:61.4757:5000.0:0,SAT:53.7998:53.7998:5000.0:0,SAT:99.0099:99.0099:5000.0:0,SAT:67.8317:67.8317:5000.0:0,SAT:72.074:72.074:5000.0:0,SAT:123.72:123.72:5000.0:0,SAT:74.6546:74.6546:5000.0:0,SAT:109.014:109.014:5000.0:0,SAT:35.3256:35.3256:5000.0:0,SAT:67.6147:67.6147:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:102.003:102.003:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/diagnosis/UTI-10-10p1.cnf,SAT:41.6927:41.6927:5000.0:0,SAT:64.8861:64.8861:5000.0:0,SAT:65.907:65.907:5000.0:0,SAT:48.6936:48.6936:5000.0:0,SAT:35.6566:35.6566:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:38.0952:38.0952:5000.0:0,SAT:210.021:210.021:5000.0:0,SAT:38.3712:38.3712:5000.0:0,SAT:35.5316:35.5316:5000.0:0,SAT:47.6568:47.6568:5000.0:0,SAT:99.3729:99.3729:5000.0:0,SAT:16.5665:16.5665:5000.0:0,SAT:26.8719:26.8719:5000.0:0,SAT:23.5494:23.5494:5000.0:0,SAT:25.9211:25.9211:5000.0:0,SAT:33.027:33.027:5000.0:0,SAT:57.2743:57.2743:5000.0:0,SAT:99.6738:99.6738:5000.0:0,SAT:37.2963:37.2963:5000.0:0,SAT:21.2178:21.2178:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:90.0573:90.0573:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/fuhs/AProVE11/AProVE11-01.cnf,SAT:5.11422:5.11422:5000.0:0,SAT:21.8857:21.8857:5000.0:0,SAT:10.7724:10.7724:5000.0:0,SAT:4.87826:4.87826:5000.0:0,SAT:3.57446:3.57446:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4.75328:4.75328:5000.0:0,SAT:5.58015:5.58015:5000.0:0,SAT:16.5765:16.5765:5000.0:0,SAT:10.7204:10.7204:5000.0:0,SAT:2.55761:2.55761:5000.0:0,SAT:10.1255:10.1255:5000.0:0,SAT:4.08738:4.08738:5000.0:0,SAT:2.75258:2.75258:5000.0:0,SAT:1.94:1.94:5000.0:0,SAT:4.30434:4.30434:5000.0:0,SAT:4.01539:4.01539:5000.0:0,SAT:2.92055:2.92055:5000.0:0,SAT:2.11968:2.11968:5000.0:0,SAT:4.00239:4.00239:5000.0:0,SAT:3.9354:3.9354:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:6.99294:6.99294:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/fuhs/AProVE11/AProVE11-05.cnf,SAT:4.09138:4.09138:5000.0:0,SAT:28.7306:28.7306:5000.0:0,SAT:12.3501:12.3501:5000.0:0,SAT:3.85541:3.85541:5000.0:0,SAT:5.37118:5.37118:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2.78158:2.78158:5000.0:0,SAT:21.4277:21.4277:5000.0:0,SAT:8.26274:8.26274:5000.0:0,SAT:11.0833:11.0833:5000.0:0,SAT:1.12383:1.12383:5000.0:0,SAT:12.0592:12.0592:5000.0:0,SAT:3.19051:3.19051:5000.0:0,SAT:2.39164:2.39164:5000.0:0,SAT:2.25966:2.25966:5000.0:0,SAT:3.70444:3.70444:5000.0:0,SAT:25.3341:25.3341:5000.0:0,SAT:7.93479:7.93479:5000.0:0,SAT:2.55561:2.55561:5000.0:0,SAT:6.65599:6.65599:5000.0:0,SAT:6.11307:6.11307:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:18.5262:18.5262:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/fuhs/AProVE11/AProVE11-08.cnf,SAT:8.5287:8.5287:5000.0:0,SAT:29.1086:29.1086:5000.0:0,SAT:27.3088:27.3088:5000.0:0,SAT:4.01639:4.01639:5000.0:0,SAT:9.38557:9.38557:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:6.86096:6.86096:5000.0:0,SAT:12.2561:12.2561:5000.0:0,SAT:24.1943:24.1943:5000.0:0,SAT:16.9764:16.9764:5000.0:0,SAT:3.00454:3.00454:5000.0:0,SAT:30.0514:30.0514:5000.0:0,SAT:5.84711:5.84711:5000.0:0,SAT:7.92979:7.92979:5000.0:0,SAT:2.76558:2.76558:5000.0:0,SAT:6.01109:6.01109:5000.0:0,SAT:7.01793:7.01793:5000.0:0,SAT:6.74897:6.74897:5000.0:0,SAT:3.66744:3.66744:5000.0:0,SAT:5.35719:5.35719:5000.0:0,SAT:6.10107:6.10107:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:22.6256:22.6256:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/fuhs/AProVE11/AProVE11-14.cnf,SAT:6.87595:6.87595:5000.0:0,SAT:44.3513:44.3513:5000.0:0,SAT:19.629:19.629:5000.0:0,SAT:8.06177:8.06177:5000.0:0,SAT:7.39288:7.39288:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:10.7754:10.7754:5000.0:0,SAT:13.8319:13.8319:5000.0:0,SAT:39.0511:39.0511:5000.0:0,SAT:33.002:33.002:5000.0:0,SAT:6.28304:6.28304:5000.0:0,SAT:16.6335:16.6335:5000.0:0,SAT:8.59769:8.59769:5000.0:0,SAT:5.42517:5.42517:5000.0:0,SAT:4.46632:4.46632:5000.0:0,SAT:9.30558:9.30558:5000.0:0,SAT:15.3177:15.3177:5000.0:0,SAT:16.0016:16.0016:5000.0:0,SAT:5.84311:5.84311:5000.0:0,SAT:10.1685:10.1685:5000.0:0,SAT:9.35758:9.35758:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:20.7778:20.7778:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top27.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1973.89:1973.89:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1662.35:1662.35:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:412.598:412.598:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4429.6:4429.6:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1030.95:1030.95:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:562.195:562.195:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1647.63:1647.63:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1163.04:1163.04:5000.0:0
