instance,2013_INDU-GlucoRed,2013_INDU-Lingeling,2013_INDU-Lingeling_aqw,2013_INDU-Nigma,2013_INDU-Nigma-NoPB,2013_INDU-RSeq,2013_INDU-Riss3g_3g,2013_INDU-SAT4J,2013_INDU-Solver43a,2013_INDU-Solver43b,2013_INDU-ZENN,2013_INDU-forl,2013_INDU-gluH,2013_INDU-gluH_simp,2013_INDU-glucose,2013_INDU-glue_bit,2013_INDU-gluebit_lgl,2013_INDU-glueminisat,2013_INDU-minipure,2013_INDU-relback,2013_INDU-satUZK,2013_INDU-sattimeRelbackShr,2013_INDU-strangenight
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/manthey/traffic/traffic_3_uc_sat.cnf,SAT:7.81281:7.81281:5000.0:0,SAT:272.343:272.343:5000.0:0,SAT:832.404:832.404:5000.0:0,SAT:248.525:248.525:5000.0:0,SAT:67.2698:67.2698:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:140.391:140.391:5000.0:0,SAT:372.164:372.164:5000.0:0,SAT:21.0418:21.0418:5000.0:0,SAT:68.9995:68.9995:5000.0:0,SAT:260.26:260.26:5000.0:0,SAT:317.823:317.823:5000.0:0,SAT:21.7607:21.7607:5000.0:0,SAT:43.8653:43.8653:5000.0:0,SAT:47.0938:47.0938:5000.0:0,SAT:303.604:303.604:5000.0:0,SAT:49.9804:49.9804:5000.0:0,SAT:563.239:563.239:5000.0:0,SAT:18.4532:18.4532:5000.0:0,SAT:61.2477:61.2477:5000.0:0,SAT:111.964:111.964:5000.0:0,SAT:236.337:236.337:5000.0:0,SAT:418.318:418.318:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/manthey/traffic/traffic_3b_unknown.cnf,SAT:260.065:260.065:5000.0:0,SAT:340.471:340.471:5000.0:0,SAT:366.26:366.26:5000.0:0,SAT:498.337:498.337:5000.0:0,SAT:332.135:332.135:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:187.023:187.023:5000.0:0,SAT:1085.59:1085.59:5000.0:0,SAT:198.406:198.406:5000.0:0,SAT:218.933:218.933:5000.0:0,SAT:266.281:266.281:5000.0:0,SAT:346.501:346.501:5000.0:0,SAT:187.43:187.43:5000.0:0,SAT:193.271:193.271:5000.0:0,SAT:157.841:157.841:5000.0:0,SAT:156.594:156.594:5000.0:0,SAT:257.385:257.385:5000.0:0,SAT:206.539:206.539:5000.0:0,SAT:161.917:161.917:5000.0:0,SAT:125.393:125.393:5000.0:0,SAT:1562.58:1562.58:5000.0:0,SAT:258.071:258.071:5000.0:0,SAT:331.182:331.182:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/manthey/traffic/traffic_b_unsat.cnf,SAT:211.624:211.624:5000.0:0,SAT:294.169:294.169:5000.0:0,SAT:329.765:329.765:5000.0:0,SAT:417.111:417.111:5000.0:0,SAT:359.951:359.951:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:152.045:152.045:5000.0:0,SAT:1185.45:1185.45:5000.0:0,SAT:182.934:182.934:5000.0:0,SAT:148.155:148.155:5000.0:0,SAT:207.557:207.557:5000.0:0,SAT:377.198:377.198:5000.0:0,SAT:141.464:141.464:5000.0:0,SAT:141.294:141.294:5000.0:0,SAT:126.791:126.791:5000.0:0,SAT:209.39:209.39:5000.0:0,SAT:259.63:259.63:5000.0:0,SAT:167.799:167.799:5000.0:0,SAT:142.38:142.38:5000.0:0,SAT:102.001:102.001:5000.0:0,SAT:369.856:369.856:5000.0:0,SAT:266.043:266.043:5000.0:0,SAT:291.27:291.27:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/manthey/traffic/traffic_f_unknown.cnf,SAT:208.358:208.358:5000.0:0,SAT:320.9:320.9:5000.0:0,SAT:367.17:367.17:5000.0:0,SAT:699.868:699.868:5000.0:0,SAT:286.944:286.944:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:178.235:178.235:5000.0:0,SAT:1147.58:1147.58:5000.0:0,SAT:174.068:174.068:5000.0:0,SAT:193.166:193.166:5000.0:0,SAT:224.268:224.268:5000.0:0,SAT:312.127:312.127:5000.0:0,SAT:167.252:167.252:5000.0:0,SAT:173.842:173.842:5000.0:0,SAT:144.863:144.863:5000.0:0,SAT:137.06:137.06:5000.0:0,SAT:199.425:199.425:5000.0:0,SAT:178.352:178.352:5000.0:0,SAT:181.647:181.647:5000.0:0,SAT:93.1878:93.1878:5000.0:0,SAT:1037.58:1037.58:5000.0:0,SAT:244.728:244.728:5000.0:0,SAT:296.887:296.887:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,SAT:302.79:302.79:5000.0:0,SAT:320.427:320.427:5000.0:0,SAT:309.783:309.783:5000.0:0,SAT:460.763:460.763:5000.0:0,SAT:234.136:234.136:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:156.212:156.212:5000.0:0,SAT:1242.88:1242.88:5000.0:0,SAT:152.837:152.837:5000.0:0,SAT:144.939:144.939:5000.0:0,SAT:200.552:200.552:5000.0:0,SAT:340.027:340.027:5000.0:0,SAT:186.821:186.821:5000.0:0,SAT:164.993:164.993:5000.0:0,SAT:130.093:130.093:5000.0:0,SAT:144.338:144.338:5000.0:0,SAT:247.005:247.005:5000.0:0,SAT:190.793:190.793:5000.0:0,SAT:138.595:138.595:5000.0:0,SAT:97.8681:97.8681:5000.0:0,SAT:338.367:338.367:5000.0:0,SAT:300.143:300.143:5000.0:0,SAT:283.438:283.438:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/manthey/traffic/traffic_kkb_unknown.cnf,SAT:203.946:203.946:5000.0:0,SAT:309.65:309.65:5000.0:0,SAT:359.128:359.128:5000.0:0,SAT:354.011:354.011:5000.0:0,SAT:304.206:304.206:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:170.835:170.835:5000.0:0,SAT:1230.87:1230.87:5000.0:0,SAT:182.3:182.3:5000.0:0,SAT:192.752:192.752:5000.0:0,SAT:221.717:221.717:5000.0:0,SAT:388.775:388.775:5000.0:0,SAT:165.634:165.634:5000.0:0,SAT:188.384:188.384:5000.0:0,SAT:134.527:134.527:5000.0:0,SAT:133.626:133.626:5000.0:0,SAT:247.412:247.412:5000.0:0,SAT:185.76:185.76:5000.0:0,SAT:190.654:190.654:5000.0:0,SAT:106.658:106.658:5000.0:0,SAT:1849.51:1849.51:5000.0:0,SAT:260.8:260.8:5000.0:0,SAT:295.357:295.357:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/manthey/traffic/traffic_pcb_unknown.cnf,SAT:251.686:251.686:5000.0:0,SAT:285.585:285.585:5000.0:0,SAT:346.473:346.473:5000.0:0,SAT:458.505:458.505:5000.0:0,SAT:247.724:247.724:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:153.318:153.318:5000.0:0,SAT:1431.82:1431.82:5000.0:0,SAT:147.44:147.44:5000.0:0,SAT:144.824:144.824:5000.0:0,SAT:221.094:221.094:5000.0:0,SAT:352.663:352.663:5000.0:0,SAT:167.286:167.286:5000.0:0,SAT:175.114:175.114:5000.0:0,SAT:126.165:126.165:5000.0:0,SAT:166.172:166.172:5000.0:0,SAT:247.508:247.508:5000.0:0,SAT:185.873:185.873:5000.0:0,SAT:153.614:153.614:5000.0:0,SAT:100.737:100.737:5000.0:0,SAT:367.857:367.857:5000.0:0,SAT:276.177:276.177:5000.0:0,SAT:286.628:286.628:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/manthey/traffic/traffic_r_sat.cnf,SAT:13.6239:13.6239:5000.0:0,SAT:37.4353:37.4353:5000.0:0,SAT:15.8706:15.8706:5000.0:0,SAT:17.3784:17.3784:5000.0:0,SAT:14.4028:14.4028:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:16.2455:16.2455:5000.0:0,SAT:18.2312:18.2312:5000.0:0,SAT:24.1913:24.1913:5000.0:0,SAT:21.7597:21.7597:5000.0:0,SAT:9.82551:9.82551:5000.0:0,SAT:87.7877:87.7877:5000.0:0,SAT:10.1545:10.1545:5000.0:0,SAT:11.1063:11.1063:5000.0:0,SAT:9.91049:9.91049:5000.0:0,SAT:11.4813:11.4813:5000.0:0,SAT:55.4056:55.4056:5000.0:0,SAT:15.0507:15.0507:5000.0:0,SAT:15.5706:15.5706:5000.0:0,SAT:7.60184:7.60184:5000.0:0,SAT:9.96149:9.96149:5000.0:0,SAT:70.6852:70.6852:5000.0:0,SAT:8.76167:8.76167:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/manthey/traffic/traffic_r_uc_sat.cnf,SAT:519.128:519.128:5000.0:0,SAT:985.539:985.539:5000.0:0,SAT:426.33:426.33:5000.0:0,SAT:533.13:533.13:5000.0:0,SAT:198.921:198.921:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:106.617:106.617:5000.0:0,SAT:1200.22:1200.22:5000.0:0,SAT:734.256:734.256:5000.0:0,SAT:672.687:672.687:5000.0:0,SAT:271.536:271.536:5000.0:0,SAT:236.778:236.778:5000.0:0,SAT:110.889:110.889:5000.0:0,SAT:1022.43:1022.43:5000.0:0,SAT:238.949:238.949:5000.0:0,SAT:956.85:956.85:5000.0:0,SAT:1006.62:1006.62:5000.0:0,SAT:881.989:881.989:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:64.6312:64.6312:5000.0:0,SAT:200.607:200.607:5000.0:0,SAT:1505.37:1505.37:5000.0:0,SAT:389.07:389.07:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.120-NOTKNOWN.cnf,SAT:668.992:668.992:5000.0:0,SAT:1503.03:1503.03:5000.0:0,SAT:1519.04:1519.04:5000.0:0,SAT:2253.73:2253.73:5000.0:0,SAT:1925.04:1925.04:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:801.294:801.294:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1055.17:1055.17:5000.0:0,SAT:966.76:966.76:5000.0:0,SAT:2222.4:2222.4:5000.0:0,SAT:985.94:985.94:5000.0:0,SAT:953.358:953.358:5000.0:0,SAT:1370.26:1370.26:5000.0:0,SAT:831.012:831.012:5000.0:0,SAT:1038.72:1038.72:5000.0:0,SAT:1513.62:1513.62:5000.0:0,SAT:1353.32:1353.32:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1176.98:1176.98:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1345.58:1345.58:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,SAT:87.5567:87.5567:5000.0:0,SAT:58.1372:58.1372:5000.0:0,SAT:30.7483:30.7483:5000.0:0,SAT:62.4185:62.4185:5000.0:0,SAT:139.937:139.937:5000.0:0,SAT:154.205:154.205:5000.0:0,SAT:126.166:126.166:5000.0:0,SAT:1248.66:1248.66:5000.0:0,SAT:11.9482:11.9482:5000.0:0,SAT:10.8344:10.8344:5000.0:0,SAT:114.77:114.77:5000.0:0,SAT:68.8135:68.8135:5000.0:0,SAT:11.0603:11.0603:5000.0:0,SAT:29.2186:29.2186:5000.0:0,SAT:25.9021:25.9021:5000.0:0,SAT:10.4174:10.4174:5000.0:0,SAT:23.0245:23.0245:5000.0:0,SAT:203.321:203.321:5000.0:0,SAT:987.638:987.638:5000.0:0,SAT:152.202:152.202:5000.0:0,SAT:51.6132:51.6132:5000.0:0,SAT:140.612:140.612:5000.0:0,SAT:43.6624:43.6624:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,SAT:104.848:104.848:5000.0:0,SAT:71.0592:71.0592:5000.0:0,SAT:35.4546:35.4546:5000.0:0,SAT:129.079:129.079:5000.0:0,SAT:69.8004:69.8004:5000.0:0,SAT:87.5937:87.5937:5000.0:0,SAT:60.5658:60.5658:5000.0:0,SAT:434.491:434.491:5000.0:0,SAT:44.2353:44.2353:5000.0:0,SAT:37.8762:37.8762:5000.0:0,SAT:31.8202:31.8202:5000.0:0,SAT:98.1991:98.1991:5000.0:0,SAT:98.829:98.829:5000.0:0,SAT:122.11:122.11:5000.0:0,SAT:205.838:205.838:5000.0:0,SAT:56.2694:56.2694:5000.0:0,SAT:57.9662:57.9662:5000.0:0,SAT:192.581:192.581:5000.0:0,SAT:355.677:355.677:5000.0:0,SAT:72.7369:72.7369:5000.0:0,SAT:73.2909:73.2909:5000.0:0,SAT:60.7378:60.7378:5000.0:0,SAT:51.2512:51.2512:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,SAT:27.4968:27.4968:5000.0:0,SAT:67.4317:67.4317:5000.0:0,SAT:30.9343:30.9343:5000.0:0,SAT:541.73:541.73:5000.0:0,SAT:125.854:125.854:5000.0:0,SAT:77.8472:77.8472:5000.0:0,SAT:189.673:189.673:5000.0:0,SAT:398.017:398.017:5000.0:0,SAT:15.0517:15.0517:5000.0:0,SAT:11.1243:11.1243:5000.0:0,SAT:31.5572:31.5572:5000.0:0,SAT:318.091:318.091:5000.0:0,SAT:42.7605:42.7605:5000.0:0,SAT:80.1698:80.1698:5000.0:0,SAT:96.0714:96.0714:5000.0:0,SAT:11.5492:11.5492:5000.0:0,SAT:21.8947:21.8947:5000.0:0,SAT:256.166:256.166:5000.0:0,SAT:638.851:638.851:5000.0:0,SAT:81.9995:81.9995:5000.0:0,SAT:148.505:148.505:5000.0:0,SAT:68.3196:68.3196:5000.0:0,SAT:54.4167:54.4167:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.120-NOTKNOWN.cnf,SAT:78.887:78.887:5000.0:0,SAT:76.7043:76.7043:5000.0:0,SAT:69.2335:69.2335:5000.0:0,SAT:216.894:216.894:5000.0:0,SAT:123.483:123.483:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:85.655:85.655:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:117.124:117.124:5000.0:0,SAT:115.877:115.877:5000.0:0,SAT:140.111:140.111:5000.0:0,SAT:90.4772:90.4772:5000.0:0,SAT:71.9781:71.9781:5000.0:0,SAT:81.6956:81.6956:5000.0:0,SAT:102.804:102.804:5000.0:0,SAT:71.2822:71.2822:5000.0:0,SAT:103.156:103.156:5000.0:0,SAT:188.838:188.838:5000.0:0,SAT:261.474:261.474:5000.0:0,SAT:82.8874:82.8874:5000.0:0,SAT:38.4352:38.4352:5000.0:0,SAT:3311.12:3311.12:5000.0:0,SAT:78.2191:78.2191:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,SAT:112.484:112.484:5000.0:0,SAT:84.3452:84.3452:5000.0:0,SAT:27.9438:27.9438:5000.0:0,SAT:326.517:326.517:5000.0:0,SAT:73.3938:73.3938:5000.0:0,SAT:63.7473:63.7473:5000.0:0,SAT:57.3223:57.3223:5000.0:0,SAT:110.632:110.632:5000.0:0,SAT:41.2717:41.2717:5000.0:0,SAT:33.3979:33.3979:5000.0:0,SAT:25.9031:25.9031:5000.0:0,SAT:152.919:152.919:5000.0:0,SAT:153.985:153.985:5000.0:0,SAT:88.7265:88.7265:5000.0:0,SAT:25.2402:25.2402:5000.0:0,SAT:35.9535:35.9535:5000.0:0,SAT:42.6115:42.6115:5000.0:0,SAT:171.513:171.513:5000.0:0,SAT:337.212:337.212:5000.0:0,SAT:63.0244:63.0244:5000.0:0,SAT:63.7283:63.7283:5000.0:0,SAT:74.3687:74.3687:5000.0:0,SAT:70.9802:70.9802:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-3.035-NOTKNOWN.cnf,SAT:281.837:281.837:5000.0:0,SAT:481.331:481.331:5000.0:0,SAT:541.205:541.205:5000.0:0,SAT:840.666:840.666:5000.0:0,SAT:527.309:527.309:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:238.5:238.5:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:386.159:386.159:5000.0:0,SAT:468.372:468.372:5000.0:0,SAT:374.751:374.751:5000.0:0,SAT:359.222:359.222:5000.0:0,SAT:344.97:344.97:5000.0:0,SAT:224.089:224.089:5000.0:0,SAT:387.588:387.588:5000.0:0,SAT:235.317:235.317:5000.0:0,SAT:677.08:677.08:5000.0:0,SAT:168.16:168.16:5000.0:0,SAT:674.847:674.847:5000.0:0,SAT:285.635:285.635:5000.0:0,SAT:339.096:339.096:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:344.745:344.745:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.035-NOTKNOWN.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf,SAT:232.537:232.537:5000.0:0,SAT:15.6596:15.6596:5000.0:0,SAT:20.9828:20.9828:5000.0:0,SAT:29.9185:29.9185:5000.0:0,SAT:361.115:361.115:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:14.0159:14.0159:5000.0:0,SAT:318.076:318.076:5000.0:0,SAT:37.2013:37.2013:5000.0:0,SAT:40.2829:40.2829:5000.0:0,SAT:38.8181:38.8181:5000.0:0,SAT:84.3492:84.3492:5000.0:0,SAT:36.7224:36.7224:5000.0:0,SAT:15.2917:15.2917:5000.0:0,SAT:6.46102:6.46102:5000.0:0,SAT:16.2095:16.2095:5000.0:0,SAT:269.354:269.354:5000.0:0,SAT:28.3647:28.3647:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:44.6822:44.6822:5000.0:0,SAT:10.2584:10.2584:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:98.2151:98.2151:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf,SAT:60.3478:60.3478:5000.0:0,SAT:124.11:124.11:5000.0:0,SAT:273.263:273.263:5000.0:0,SAT:176.695:176.695:5000.0:0,SAT:147.671:147.671:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:71.3422:71.3422:5000.0:0,SAT:2513.2:2513.2:5000.0:0,SAT:86.1019:86.1019:5000.0:0,SAT:82.6464:82.6464:5000.0:0,SAT:147.4:147.4:5000.0:0,SAT:51.5062:51.5062:5000.0:0,SAT:81.7236:81.7236:5000.0:0,SAT:72.233:72.233:5000.0:0,SAT:79.256:79.256:5000.0:0,SAT:92.6969:92.6969:5000.0:0,SAT:162.798:162.798:5000.0:0,SAT:36.2665:36.2665:5000.0:0,SAT:348.577:348.577:5000.0:0,SAT:94.6446:94.6446:5000.0:0,SAT:201.832:201.832:5000.0:0,SAT:380.875:380.875:5000.0:0,SAT:53.8468:53.8468:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.040-NOTKNOWN.cnf,SAT:551.257:551.257:5000.0:0,SAT:2143.69:2143.69:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2392.35:2392.35:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1989.52:1989.52:5000.0:0,SAT:1720.62:1720.62:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:705.522:705.522:5000.0:0,SAT:2264.21:2264.21:5000.0:0,SAT:1927.39:1927.39:5000.0:0,SAT:1781.25:1781.25:5000.0:0,SAT:2542.17:2542.17:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1348.73:1348.73:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2397.1:2397.1:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:471.726:471.726:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,SAT:1256.66:1256.66:5000.0:0,SAT:1717.89:1717.89:5000.0:0,SAT:251.39:251.39:5000.0:0,SAT:1721.99:1721.99:5000.0:0,SAT:270.768:270.768:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:290.894:290.894:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:616.987:616.987:5000.0:0,SAT:148.3:148.3:5000.0:0,SAT:1488.83:1488.83:5000.0:0,SAT:775.419:775.419:5000.0:0,SAT:208.521:208.521:5000.0:0,SAT:376.46:376.46:5000.0:0,SAT:230.356:230.356:5000.0:0,SAT:111.78:111.78:5000.0:0,SAT:353.747:353.747:5000.0:0,SAT:1589.96:1589.96:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:461.896:461.896:5000.0:0,SAT:130.938:130.938:5000.0:0,SAT:3117.78:3117.78:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,SAT:2122.35:2122.35:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2551.95:2551.95:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4021.57:4021.57:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:761.258:761.258:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3432.7:3432.7:5000.0:0,SAT:1443.65:1443.65:5000.0:0,SAT:3180.02:3180.02:5000.0:0,SAT:521.272:521.272:5000.0:0,SAT:677.268:677.268:5000.0:0,SAT:832.994:832.994:5000.0:0,SAT:1077.06:1077.06:5000.0:0,SAT:3336.44:3336.44:5000.0:0,SAT:511.009:511.009:5000.0:0,SAT:614.837:614.837:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,SAT:1509.39:1509.39:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1164.17:1164.17:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,SAT:1067.13:1067.13:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:655.177:655.177:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4201.44:4201.44:5000.0:0,SAT:4246.55:4246.55:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3693.72:3693.72:5000.0:0,SAT:512.299:512.299:5000.0:0,SAT:652.269:652.269:5000.0:0,SAT:3527.81:3527.81:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1495.41:1495.41:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3919.16:3919.16:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
