instance,2014_INDU-BFS-Glucose_1.0c,2014_INDU-BFS-Glucose_mem_16_70_1.0cm,2014_INDU-BFS-Glucose_mem_32_70_1.0cm,2014_INDU-BFS-Glucose_mem_8_85_1.0cm,2014_INDU-CCAnr+glucose_2014,2014_INDU-Lingeling_(druplig)_azd,2014_INDU-Lingeling_(no_agile)_ayv,2014_INDU-Lingeling_ayv,2014_INDU-MiniSat_HACK_1430ED_1.0,2014_INDU-MiniSat_HACK_999ED_1.0,2014_INDU-Nigma,2014_INDU-Riss_4.27,2014_INDU-Riss_BlackBox_BlackBox,2014_INDU-Riss_DRAT,2014_INDU-SGSeq_1.0,2014_INDU-SWDiA5BY_A26,2014_INDU-SWDiA5BY_A30.4.100,2014_INDU-SatUZK_55,2014_INDU-SparrowToRiss_2014,2014_INDU-cryptominisat-4.1-st_4.1-st,2014_INDU-cryptominisat-v41-tuned-st_v41-tuned-st,2014_INDU-glucose_3.0,2014_INDU-glue_lgl_split_1.0,2014_INDU-glueminisat,2014_INDU-glueminisat_dev122,2014_INDU-minisat_blbd_1.13,2014_INDU-sattime2014r_2014r
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/ibm/2004/3_11/IBM_FV_2004_rule_batch_3_11_SAT_dat.k100.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1263.15:1263.15:5000.0:0,SAT:471.405:471.405:5000.0:0,SAT:562.182:562.182:5000.0:0,SAT:603.404:603.404:5000.0:0,SAT:315.564:315.564:5000.0:0,SAT:323.121:323.121:5000.0:0,SAT:911.681:911.681:5000.0:0,SAT:394.279:394.279:5000.0:0,SAT:419.692:419.692:5000.0:0,SAT:380.171:380.171:5000.0:0,SAT:1229.39:1229.39:5000.0:0,SAT:294.722:294.722:5000.0:0,SAT:358.707:358.707:5000.0:0,SAT:3096.37:3096.37:5000.0:0,SAT:1249.47:1249.47:5000.0:0,SAT:527.161:527.161:5000.0:0,SAT:976.311:976.311:5000.0:0,SAT:399.548:399.548:5000.0:0,SAT:254.979:254.979:5000.0:0,SAT:332.671:332.671:5000.0:0,SAT:299.074:299.074:5000.0:0,SAT:645.558:645.558:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/ibm/2004/3_11/IBM_FV_2004_rule_batch_3_11_SAT_dat.k90.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1194.81:1194.81:5000.0:0,SAT:401.275:401.275:5000.0:0,SAT:329.217:329.217:5000.0:0,SAT:410.022:410.022:5000.0:0,SAT:232.976:232.976:5000.0:0,SAT:200.662:200.662:5000.0:0,SAT:579.944:579.944:5000.0:0,SAT:311.705:311.705:5000.0:0,SAT:368.66:368.66:5000.0:0,SAT:343.921:343.921:5000.0:0,SAT:1173.32:1173.32:5000.0:0,SAT:181.739:181.739:5000.0:0,SAT:324.841:324.841:5000.0:0,SAT:2088.81:2088.81:5000.0:0,SAT:1353.62:1353.62:5000.0:0,SAT:375.477:375.477:5000.0:0,SAT:656.972:656.972:5000.0:0,SAT:344.692:344.692:5000.0:0,SAT:214.663:214.663:5000.0:0,SAT:224.921:224.921:5000.0:0,SAT:203.36:203.36:5000.0:0,SAT:373.397:373.397:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/manolios/cnf/c10bi.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1118.18:1118.18:5000.0:0,SAT:250.413:250.413:5000.0:0,SAT:199.679:199.679:5000.0:0,SAT:188.046:188.046:5000.0:0,SAT:86.0519:86.0519:5000.0:0,SAT:115.431:115.431:5000.0:0,SAT:103.008:103.008:5000.0:0,SAT:95.9554:95.9554:5000.0:0,SAT:143.206:143.206:5000.0:0,SAT:86.4559:86.4559:5000.0:0,SAT:1126.07:1126.07:5000.0:0,SAT:121.953:121.953:5000.0:0,SAT:75.7365:75.7365:5000.0:0,SAT:250.615:250.615:5000.0:0,SAT:849.493:849.493:5000.0:0,SAT:208.584:208.584:5000.0:0,SAT:295.134:295.134:5000.0:0,SAT:166.237:166.237:5000.0:0,SAT:183.029:183.029:5000.0:0,SAT:118.027:118.027:5000.0:0,SAT:107.114:107.114:5000.0:0,SAT:189.751:189.751:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/manolios/cnf/c10bi_i.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1116.12:1116.12:5000.0:0,SAT:265.747:265.747:5000.0:0,SAT:209.445:209.445:5000.0:0,SAT:224.363:224.363:5000.0:0,SAT:72.0151:72.0151:5000.0:0,SAT:85.9029:85.9029:5000.0:0,SAT:113.023:113.023:5000.0:0,SAT:95.7264:95.7264:5000.0:0,SAT:120.896:120.896:5000.0:0,SAT:117.693:117.693:5000.0:0,SAT:1098.76:1098.76:5000.0:0,SAT:66.9788:66.9788:5000.0:0,SAT:71.0762:71.0762:5000.0:0,SAT:246.013:246.013:5000.0:0,SAT:744.03:744.03:5000.0:0,SAT:177.904:177.904:5000.0:0,SAT:267.075:267.075:5000.0:0,SAT:91.7051:91.7051:5000.0:0,SAT:113.115:113.115:5000.0:0,SAT:128.994:128.994:5000.0:0,SAT:90.8952:90.8952:5000.0:0,SAT:135.227:135.227:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/manolios/cnf/c10bid.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1166.45:1166.45:5000.0:0,SAT:365.75:365.75:5000.0:0,SAT:291.403:291.403:5000.0:0,SAT:259.574:259.574:5000.0:0,SAT:159.857:159.857:5000.0:0,SAT:134.196:134.196:5000.0:0,SAT:119.62:119.62:5000.0:0,SAT:151.728:151.728:5000.0:0,SAT:195.051:195.051:5000.0:0,SAT:248.221:248.221:5000.0:0,SAT:1164.95:1164.95:5000.0:0,SAT:119.504:119.504:5000.0:0,SAT:144.952:144.952:5000.0:0,SAT:378.499:378.499:5000.0:0,SAT:1109.06:1109.06:5000.0:0,SAT:341.017:341.017:5000.0:0,SAT:438.204:438.204:5000.0:0,SAT:182.048:182.048:5000.0:0,SAT:200.78:200.78:5000.0:0,SAT:220.37:220.37:5000.0:0,SAT:185.035:185.035:5000.0:0,SAT:163.369:163.369:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/manolios/cnf/c10bid_i.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1158.44:1158.44:5000.0:0,SAT:353.015:353.015:5000.0:0,SAT:265.615:265.615:5000.0:0,SAT:251.561:251.561:5000.0:0,SAT:133.541:133.541:5000.0:0,SAT:104.174:104.174:5000.0:0,SAT:152.297:152.297:5000.0:0,SAT:143.049:143.049:5000.0:0,SAT:158.825:158.825:5000.0:0,SAT:172.415:172.415:5000.0:0,SAT:1162.07:1162.07:5000.0:0,SAT:188.711:188.711:5000.0:0,SAT:194.549:194.549:5000.0:0,SAT:393.834:393.834:5000.0:0,SAT:1127.41:1127.41:5000.0:0,SAT:275.828:275.828:5000.0:0,SAT:378.35:378.35:5000.0:0,SAT:156.323:156.323:5000.0:0,SAT:200.464:200.464:5000.0:0,SAT:179.08:179.08:5000.0:0,SAT:320.683:320.683:5000.0:0,SAT:179.685:179.685:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/manolios/cnf/c10bid_s.cnf,SAT:82.0905:82.0905:5000.0:0,SAT:105.565:105.565:5000.0:0,SAT:240.434:240.434:5000.0:0,SAT:64.4352:64.4352:5000.0:0,SAT:1006.6:1006.6:5000.0:0,SAT:45.843:45.843:5000.0:0,SAT:39.421:39.421:5000.0:0,SAT:40.4089:40.4089:5000.0:0,SAT:7.72783:7.72783:5000.0:0,SAT:7.06492:7.06492:5000.0:0,SAT:8.69868:8.69868:5000.0:0,SAT:10.4374:10.4374:5000.0:0,SAT:23.8184:23.8184:5000.0:0,SAT:11.0913:11.0913:5000.0:0,SAT:1001.9:1001.9:5000.0:0,SAT:5.01824:5.01824:5000.0:0,SAT:4.98024:4.98024:5000.0:0,SAT:7.32988:7.32988:5000.0:0,SAT:877.881:877.881:5000.0:0,SAT:39.159:39.159:5000.0:0,SAT:37.8113:37.8113:5000.0:0,SAT:4.6043:4.6043:5000.0:0,SAT:5.58715:5.58715:5000.0:0,SAT:9.58354:9.58354:5000.0:0,SAT:16.7485:16.7485:5000.0:0,SAT:8.36:8.36:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/manolios/cnf/c10bidw_i.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1201.06:1201.06:5000.0:0,SAT:560.599:560.599:5000.0:0,SAT:316.152:316.152:5000.0:0,SAT:238.453:238.453:5000.0:0,SAT:132.874:132.874:5000.0:0,SAT:135.455:135.455:5000.0:0,SAT:106.382:106.382:5000.0:0,SAT:182.206:182.206:5000.0:0,SAT:224.42:224.42:5000.0:0,SAT:229.245:229.245:5000.0:0,SAT:1199.87:1199.87:5000.0:0,SAT:134.652:134.652:5000.0:0,SAT:174.281:174.281:5000.0:0,SAT:479.191:479.191:5000.0:0,SAT:1078.52:1078.52:5000.0:0,SAT:368.221:368.221:5000.0:0,SAT:381.91:381.91:5000.0:0,SAT:204.71:204.71:5000.0:0,SAT:186.356:186.356:5000.0:0,SAT:251.423:251.423:5000.0:0,SAT:165.758:165.758:5000.0:0,SAT:218.588:218.588:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/manolios/cnf/c10bidw_s.cnf,SAT:100.854:100.854:5000.0:0,SAT:80.9977:80.9977:5000.0:0,SAT:222.05:222.05:5000.0:0,SAT:92.7959:92.7959:5000.0:0,SAT:1003.6:1003.6:5000.0:0,SAT:30.4324:30.4324:5000.0:0,SAT:35.0347:35.0347:5000.0:0,SAT:59.428:59.428:5000.0:0,SAT:8.5657:8.5657:5000.0:0,SAT:6.83996:6.83996:5000.0:0,SAT:9.8535:9.8535:5000.0:0,SAT:41.3447:41.3447:5000.0:0,SAT:31.3442:31.3442:5000.0:0,SAT:41.1187:41.1187:5000.0:0,SAT:1009.1:1009.1:5000.0:0,SAT:3.9494:3.9494:5000.0:0,SAT:4.03439:4.03439:5000.0:0,SAT:6.98094:6.98094:5000.0:0,SAT:921.7:921.7:5000.0:0,SAT:64.8511:64.8511:5000.0:0,SAT:38.3352:38.3352:5000.0:0,SAT:4.98524:4.98524:5000.0:0,SAT:8.00578:8.00578:5000.0:0,SAT:7.2169:7.2169:5000.0:0,SAT:6.63599:6.63599:5000.0:0,SAT:6.12007:6.12007:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/manolios/cnf/c10i_i.cnf,SAT:476.48:476.48:5000.0:0,SAT:697.185:697.185:5000.0:0,SAT:2387.7:2387.7:5000.0:0,SAT:559.39:559.39:5000.0:0,SAT:1016.75:1016.75:5000.0:0,SAT:46.8399:46.8399:5000.0:0,SAT:42.9835:42.9835:5000.0:0,SAT:43.3164:43.3164:5000.0:0,SAT:13.8819:13.8819:5000.0:0,SAT:11.9702:11.9702:5000.0:0,SAT:13.9699:13.9699:5000.0:0,SAT:20.6279:20.6279:5000.0:0,SAT:20.7648:20.7648:5000.0:0,SAT:25.6791:25.6791:5000.0:0,SAT:1012.52:1012.52:5000.0:0,SAT:12.7661:12.7661:5000.0:0,SAT:12.5961:12.5961:5000.0:0,SAT:23.2285:23.2285:5000.0:0,SAT:611.858:611.858:5000.0:0,SAT:76.3574:76.3574:5000.0:0,SAT:86.7608:86.7608:5000.0:0,SAT:15.0977:15.0977:5000.0:0,SAT:16.7385:16.7385:5000.0:0,SAT:19.1011:19.1011:5000.0:0,SAT:15.6756:15.6756:5000.0:0,SAT:19.691:19.691:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/manolios/cnf/c10id.cnf,SAT:1053.05:1053.05:5000.0:0,SAT:1166.62:1166.62:5000.0:0,SAT:2507.99:2507.99:5000.0:0,SAT:987.527:987.527:5000.0:0,SAT:1042.2:1042.2:5000.0:0,SAT:84.9071:84.9071:5000.0:0,SAT:92.411:92.411:5000.0:0,SAT:102.666:102.666:5000.0:0,SAT:36.1145:36.1145:5000.0:0,SAT:24.2923:24.2923:5000.0:0,SAT:41.2767:41.2767:5000.0:0,SAT:37.2413:37.2413:5000.0:0,SAT:50.6473:50.6473:5000.0:0,SAT:55.4946:55.4946:5000.0:0,SAT:1046.48:1046.48:5000.0:0,SAT:30.4894:30.4894:5000.0:0,SAT:30.8553:30.8553:5000.0:0,SAT:85.1151:85.1151:5000.0:0,SAT:871.413:871.413:5000.0:0,SAT:241.813:241.813:5000.0:0,SAT:155.992:155.992:5000.0:0,SAT:53.7018:53.7018:5000.0:0,SAT:51.4662:51.4662:5000.0:0,SAT:44.5482:44.5482:5000.0:0,SAT:39.292:39.292:5000.0:0,SAT:39.8859:39.8859:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/manolios/cnf/c10idw.cnf,SAT:567.492:567.492:5000.0:0,SAT:1139.04:1139.04:5000.0:0,SAT:1378.1:1378.1:5000.0:0,SAT:546.315:546.315:5000.0:0,SAT:1030.49:1030.49:5000.0:0,SAT:77.6742:77.6742:5000.0:0,SAT:90.0043:90.0043:5000.0:0,SAT:86.1329:86.1329:5000.0:0,SAT:32.0401:32.0401:5000.0:0,SAT:27.5018:27.5018:5000.0:0,SAT:48.4146:48.4146:5000.0:0,SAT:42.5875:42.5875:5000.0:0,SAT:51.6961:51.6961:5000.0:0,SAT:61.7406:61.7406:5000.0:0,SAT:1027.41:1027.41:5000.0:0,SAT:39.8799:39.8799:5000.0:0,SAT:36.3325:36.3325:5000.0:0,SAT:74.9836:74.9836:5000.0:0,SAT:855.132:855.132:5000.0:0,SAT:138.934:138.934:5000.0:0,SAT:164.246:164.246:5000.0:0,SAT:35.0847:35.0847:5000.0:0,SAT:50.6973:50.6973:5000.0:0,SAT:62.4105:62.4105:5000.0:0,SAT:38.9961:38.9961:5000.0:0,SAT:52.628:52.628:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/manolios/cnf/c10n.cnf,SAT:241.232:241.232:5000.0:0,SAT:222.96:222.96:5000.0:0,SAT:411.822:411.822:5000.0:0,SAT:234.95:234.95:5000.0:0,SAT:1008.76:1008.76:5000.0:0,SAT:48.4066:48.4066:5000.0:0,SAT:36.1605:36.1605:5000.0:0,SAT:34.9207:34.9207:5000.0:0,SAT:10.5714:10.5714:5000.0:0,SAT:6.89095:6.89095:5000.0:0,SAT:11.9592:11.9592:5000.0:0,SAT:13.8889:13.8889:5000.0:0,SAT:20.6249:20.6249:5000.0:0,SAT:15.9466:15.9466:5000.0:0,SAT:1007.51:1007.51:5000.0:0,SAT:11.9062:11.9062:5000.0:0,SAT:10.9473:10.9473:5000.0:0,SAT:36.6544:36.6544:5000.0:0,SAT:505.449:505.449:5000.0:0,SAT:92.113:92.113:5000.0:0,SAT:193.291:193.291:5000.0:0,SAT:8.29574:8.29574:5000.0:0,SAT:10.8284:10.8284:5000.0:0,SAT:11.1343:11.1343:5000.0:0,SAT:10.9993:10.9993:5000.0:0,SAT:14.6488:14.6488:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/manolios/cnf/c10ni.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1164.26:1164.26:5000.0:0,SAT:381.389:381.389:5000.0:0,SAT:245.244:245.244:5000.0:0,SAT:256.829:256.829:5000.0:0,SAT:92.9199:92.9199:5000.0:0,SAT:102.052:102.052:5000.0:0,SAT:104.517:104.517:5000.0:0,SAT:127.067:127.067:5000.0:0,SAT:140.892:140.892:5000.0:0,SAT:126.345:126.345:5000.0:0,SAT:1125.67:1125.67:5000.0:0,SAT:111.082:111.082:5000.0:0,SAT:116.9:116.9:5000.0:0,SAT:376.851:376.851:5000.0:0,SAT:972.748:972.748:5000.0:0,SAT:407.679:407.679:5000.0:0,SAT:456.998:456.998:5000.0:0,SAT:120.156:120.156:5000.0:0,SAT:160.9:160.9:5000.0:0,SAT:130.993:130.993:5000.0:0,SAT:128.908:128.908:5000.0:0,SAT:155.113:155.113:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/manolios/cnf/c10ni_i.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1098.29:1098.29:5000.0:0,SAT:264.167:264.167:5000.0:0,SAT:183.126:183.126:5000.0:0,SAT:174.134:174.134:5000.0:0,SAT:73.1209:73.1209:5000.0:0,SAT:98.3251:98.3251:5000.0:0,SAT:97.5792:97.5792:5000.0:0,SAT:85.661:85.661:5000.0:0,SAT:122.897:122.897:5000.0:0,SAT:80.6807:80.6807:5000.0:0,SAT:1104.73:1104.73:5000.0:0,SAT:76.2914:76.2914:5000.0:0,SAT:77.0973:77.0973:5000.0:0,SAT:229.698:229.698:5000.0:0,SAT:766.471:766.471:5000.0:0,SAT:195.145:195.145:5000.0:0,SAT:276.76:276.76:5000.0:0,SAT:136.555:136.555:5000.0:0,SAT:139.603:139.603:5000.0:0,SAT:106.859:106.859:5000.0:0,SAT:97.6042:97.6042:5000.0:0,SAT:159.967:159.967:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/manolios/cnf/c10nid_s.cnf,SAT:147.107:147.107:5000.0:0,SAT:327.211:327.211:5000.0:0,SAT:593.063:593.063:5000.0:0,SAT:136.776:136.776:5000.0:0,SAT:1013.65:1013.65:5000.0:0,SAT:88.8885:88.8885:5000.0:0,SAT:65.811:65.811:5000.0:0,SAT:57.4893:57.4893:5000.0:0,SAT:9.01363:9.01363:5000.0:0,SAT:5.82711:5.82711:5000.0:0,SAT:12.7761:12.7761:5000.0:0,SAT:12.4851:12.4851:5000.0:0,SAT:73.2769:73.2769:5000.0:0,SAT:13.7689:13.7689:5000.0:0,SAT:1011.85:1011.85:5000.0:0,SAT:13.5859:13.5859:5000.0:0,SAT:18.9031:18.9031:5000.0:0,SAT:14.0959:14.0959:5000.0:0,SAT:940.525:940.525:5000.0:0,SAT:156.647:156.647:5000.0:0,SAT:173.206:173.206:5000.0:0,SAT:14.5268:14.5268:5000.0:0,SAT:6.71598:6.71598:5000.0:0,SAT:25.6021:25.6021:5000.0:0,SAT:16.9894:16.9894:5000.0:0,SAT:9.8555:9.8555:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/manolios/cnf/c10nidw.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1290.78:1290.78:5000.0:0,SAT:436.051:436.051:5000.0:0,SAT:370.858:370.858:5000.0:0,SAT:377.406:377.406:5000.0:0,SAT:267.831:267.831:5000.0:0,SAT:227.707:227.707:5000.0:0,SAT:180.508:180.508:5000.0:0,SAT:204.111:204.111:5000.0:0,SAT:294.152:294.152:5000.0:0,SAT:243.307:243.307:5000.0:0,SAT:1227.94:1227.94:5000.0:0,SAT:219.678:219.678:5000.0:0,SAT:183.749:183.749:5000.0:0,SAT:574.866:574.866:5000.0:0,SAT:1140.18:1140.18:5000.0:0,SAT:701.015:701.015:5000.0:0,SAT:952.778:952.778:5000.0:0,SAT:212.088:212.088:5000.0:0,SAT:441.76:441.76:5000.0:0,SAT:346.922:346.922:5000.0:0,SAT:286.988:286.988:5000.0:0,SAT:268.297:268.297:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/manolios/cnf/c10nidw_i.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1149.11:1149.11:5000.0:0,SAT:308.144:308.144:5000.0:0,SAT:289.152:289.152:5000.0:0,SAT:273.304:273.304:5000.0:0,SAT:115.503:115.503:5000.0:0,SAT:112.064:112.064:5000.0:0,SAT:111.446:111.446:5000.0:0,SAT:135.408:135.408:5000.0:0,SAT:200.694:200.694:5000.0:0,SAT:222.224:222.224:5000.0:0,SAT:1135.42:1135.42:5000.0:0,SAT:102.288:102.288:5000.0:0,SAT:158.951:158.951:5000.0:0,SAT:358.443:358.443:5000.0:0,SAT:999.336:999.336:5000.0:0,SAT:288.392:288.392:5000.0:0,SAT:419.819:419.819:5000.0:0,SAT:211.036:211.036:5000.0:0,SAT:179.904:179.904:5000.0:0,SAT:173.51:173.51:5000.0:0,SAT:311.8:311.8:5000.0:0,SAT:222.55:222.55:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/manolios/cnf/c6bi.cnf,SAT:264.67:264.67:5000.0:0,SAT:301.312:301.312:5000.0:0,SAT:356.714:356.714:5000.0:0,SAT:277.177:277.177:5000.0:0,SAT:1012.62:1012.62:5000.0:0,SAT:43.1594:43.1594:5000.0:0,SAT:35.5796:35.5796:5000.0:0,SAT:36.38:36.38:5000.0:0,SAT:12.0982:12.0982:5000.0:0,SAT:9.07662:9.07662:5000.0:0,SAT:13.5609:13.5609:5000.0:0,SAT:16.1545:16.1545:5000.0:0,SAT:24.9572:24.9572:5000.0:0,SAT:16.1245:16.1245:5000.0:0,SAT:1012.5:1012.5:5000.0:0,SAT:12.851:12.851:5000.0:0,SAT:11.3353:11.3353:5000.0:0,SAT:33.2619:33.2619:5000.0:0,SAT:531.61:531.61:5000.0:0,SAT:54.1838:54.1838:5000.0:0,SAT:91.6721:91.6721:5000.0:0,SAT:17.2674:17.2674:5000.0:0,SAT:12.7951:12.7951:5000.0:0,SAT:16.3215:16.3215:5000.0:0,SAT:13.7739:13.7739:5000.0:0,SAT:17.3034:17.3034:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/manolios/cnf/c6bi_i.cnf,SAT:196.379:196.379:5000.0:0,SAT:310.154:310.154:5000.0:0,SAT:524.721:524.721:5000.0:0,SAT:210.256:210.256:5000.0:0,SAT:1011.23:1011.23:5000.0:0,SAT:35.8575:35.8575:5000.0:0,SAT:34.9337:34.9337:5000.0:0,SAT:33.2389:33.2389:5000.0:0,SAT:9.72252:9.72252:5000.0:0,SAT:8.85165:8.85165:5000.0:0,SAT:11.1503:11.1503:5000.0:0,SAT:13.9409:13.9409:5000.0:0,SAT:22.7915:22.7915:5000.0:0,SAT:14.5548:14.5548:5000.0:0,SAT:1008.34:1008.34:5000.0:0,SAT:9.66153:9.66153:5000.0:0,SAT:11.3303:11.3303:5000.0:0,SAT:23.9564:23.9564:5000.0:0,SAT:441.617:441.617:5000.0:0,SAT:48.5616:48.5616:5000.0:0,SAT:120.957:120.957:5000.0:0,SAT:11.4813:11.4813:5000.0:0,SAT:13.8059:13.8059:5000.0:0,SAT:12.7431:12.7431:5000.0:0,SAT:11.9702:11.9702:5000.0:0,SAT:12.3981:12.3981:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/manolios/cnf/c6bid.cnf,SAT:462.678:462.678:5000.0:0,SAT:482.396:482.396:5000.0:0,SAT:767.552:767.552:5000.0:0,SAT:385.347:385.347:5000.0:0,SAT:1019.74:1019.74:5000.0:0,SAT:77.3982:77.3982:5000.0:0,SAT:69.7244:69.7244:5000.0:0,SAT:66.7858:66.7858:5000.0:0,SAT:18.13:18.13:5000.0:0,SAT:19.475:19.475:5000.0:0,SAT:25.0832:25.0832:5000.0:0,SAT:25.7681:25.7681:5000.0:0,SAT:46.5009:46.5009:5000.0:0,SAT:34.3768:34.3768:5000.0:0,SAT:1019.68:1019.68:5000.0:0,SAT:24.8502:24.8502:5000.0:0,SAT:22.7235:22.7235:5000.0:0,SAT:44.5732:44.5732:5000.0:0,SAT:602.932:602.932:5000.0:0,SAT:101.672:101.672:5000.0:0,SAT:144.204:144.204:5000.0:0,SAT:21.9407:21.9407:5000.0:0,SAT:32.644:32.644:5000.0:0,SAT:36.9604:36.9604:5000.0:0,SAT:23.0575:23.0575:5000.0:0,SAT:29.4635:29.4635:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
