instance,2007_INDU-minisat-sat07,2007_INDU-mxc,2007_INDU-picosat-535
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/satelite/simon03:sat02bis:k2fix_gr_2pin_w8.used-as.sat04-351.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/satelite/simon03:sat02bis:k2fix_gr_2pin_w9.used-as.sat04-352.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/satelite/simon03:sat02bis:k2fix_gr_2pinvar_w8.used-as.sat04-349.cnf,SAT:0.648901:0.648901:5000.0:0,SAT:3.51346:3.51346:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/satelite/simon03:sat02bis:k2fix_gr_2pinvar_w9.used-as.sat04-350.cnf,SAT:45.7061:45.7061:5000.0:0,SAT:64.7722:64.7722:5000.0:0,SAT:233.767:233.767:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/satelite/simon03:sat02bis:k2fix_gr_rcs_w8.used-as.sat04-353.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2861.59:2861.59:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/satelite/tip_bmc:sat_nusmv.tcas-t^5.B.cnf,SAT:3.88741:3.88741:5000.0:0,SAT:5.83211:5.83211:5000.0:0,SAT:5.85911:5.85911:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/softveri/c32sat/coll400_16bit.cnf,SAT:382.381:382.381:5000.0:0,SAT:689.724:689.724:5000.0:0,SAT:270.16:270.16:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/softveri/c32sat/gcdmax16bits_22.cnf,SAT:961.645:961.645:5000.0:0,SAT:1506.82:1506.82:5000.0:0,SAT:748.854:748.854:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/softveri/c32sat/gcdmax16bits_23.cnf,SAT:2984.7:2984.7:5000.0:0,SAT:2344.98:2344.98:5000.0:0,SAT:1007.81:1007.81:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/softveri/c32sat/ss_8.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/velev/pipe_unsat_1.0/10pipe_k.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/velev/pipe_unsat_1.0/12pipe_k.cnf,CRASHED:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/velev/pipe_unsat_1.0/13pipe_k.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/velev/pipe_unsat_1.0/6pipe_k.cnf,SAT:166.588:166.588:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:355.719:355.719:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/velev/pipe_unsat_1.0/7pipe_k.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/velev/pipe_unsat_1.0/8pipe_k.cnf,CRASHED:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/velev/pipe_unsat_1.0/9pipe_k.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/velev/pipe_unsat_1.1/10pipe_q0_k.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/velev/pipe_unsat_1.1/11pipe_q0_k.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/velev/pipe_unsat_1.1/13pipe_q0_k.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/velev/pipe_unsat_1.1/14pipe_q0_k.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/velev/pipe_unsat_1.1/15pipe_q0_k.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/velev/pipe_unsat_1.1/7pipe_q0_k.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/velev/pipe_unsat_1.1/8pipe_q0_k.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATRaceunselected/velev/pipe_unsat_1.1/9pipe_q0_k.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/SATCompetition2007/industrial/anbulagan/diag-sat/total-10-13-s.cnf,SAT:379.818:379.818:5000.0:0,SAT:52.826:52.826:5000.0:0,SAT:11.2493:11.2493:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/anbulagan/hard-sat/partial-10-11-s.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1560.48:1560.48:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/anbulagan/hard-sat/partial-10-19-s.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/anbulagan/hard-sat/partial-5-17-s.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1315.79:1315.79:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/anbulagan/hard-sat/partial-5-19-s.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:508.358:508.358:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/anbulagan/hard-unsat/dated-10-11-u.cnf,SAT:4481.46:4481.46:5000.0:0,SAT:1087.18:1087.18:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,SAT:974.354:974.354:5000.0:0,SAT:565.362:565.362:5000.0:0,SAT:1039.98:1039.98:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/anbulagan/hard-unsat/partial-10-19-u.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/anbulagan/medium-sat/partial-5-11-s.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:176.068:176.068:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,SAT:4.92625:4.92625:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:252.106:252.106:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/anbulagan/medium-sat/partial-5-15-s.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:251.155:251.155:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/anbulagan/medium-sat/total-10-15-s.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:42.1536:42.1536:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/anbulagan/medium-unsat/total-10-11-u.cnf,SAT:48.3996:48.3996:5000.0:0,SAT:45.3281:45.3281:5000.0:0,SAT:154.313:154.313:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/anbulagan/medium-unsat/total-10-13-u.cnf,SAT:1533.65:1533.65:5000.0:0,SAT:1041.79:1041.79:5000.0:0,SAT:4736.35:4736.35:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/babic/dspam/dspam_dump_vc1081.cnf,SAT:1072.05:1072.05:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/babic/dspam/dspam_dump_vc1104.cnf,SAT:1663.89:1663.89:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:177.416:177.416:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/babic/dspam/dspam_dump_vc950.cnf,SAT:73.1929:73.1929:5000.0:0,SAT:0.865868:0.865868:5000.0:0,SAT:482.187:482.187:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/babic/xinetd/itox_vc1033.cnf,SAT:27.5068:27.5068:5000.0:0,SAT:25.3501:25.3501:5000.0:0,SAT:4.43633:4.43633:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/babic/xinetd/itox_vc1044.cnf,SAT:23.8744:23.8744:5000.0:0,SAT:21.7867:21.7867:5000.0:0,SAT:8.62769:8.62769:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/babic/xinetd/itox_vc1130.cnf,SAT:85.313:85.313:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:9.2176:9.2176:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/babic/xinetd/itox_vc909.cnf,SAT:34.2448:34.2448:5000.0:0,SAT:40.0329:40.0329:5000.0:0,SAT:3.57046:3.57046:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/fuhs/medium/AProVE07-02.cnf,SAT:888.282:888.282:5000.0:0,SAT:435.045:435.045:5000.0:0,SAT:3918.25:3918.25:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/fuhs/medium/AProVE07-04.cnf,SAT:147.976:147.976:5000.0:0,SAT:97.6492:97.6492:5000.0:0,SAT:207.676:207.676:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/fuhs/medium/AProVE07-06.cnf,SAT:140.705:140.705:5000.0:0,SAT:221.481:221.481:5000.0:0,SAT:97.9241:97.9241:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/fuhs/medium/AProVE07-09.cnf,SAT:1594.3:1594.3:5000.0:0,SAT:3322.74:3322.74:5000.0:0,SAT:2034.36:2034.36:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/fuhs/medium/AProVE07-11.cnf,SAT:53.6788:53.6788:5000.0:0,SAT:108.852:108.852:5000.0:0,SAT:221.45:221.45:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/fuhs/medium/AProVE07-20.cnf,SAT:140.337:140.337:5000.0:0,SAT:139.497:139.497:5000.0:0,SAT:146.837:146.837:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/grieu/vmpc_26.cnf,SAT:446.323:446.323:5000.0:0,SAT:86.8318:86.8318:5000.0:0,SAT:46.9589:46.9589:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/grieu/vmpc_29.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1709.29:1709.29:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/grieu/vmpc_30.cnf,SAT:1176.39:1176.39:5000.0:0,SAT:626.168:626.168:5000.0:0,SAT:193.64:193.64:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/grieu/vmpc_33.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/grieu/vmpc_34.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,SAT:289.673:289.673:5000.0:0,SAT:309.345:309.345:5000.0:0,SAT:1586.58:1586.58:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/narain/clauses-10.cnf,SAT:106.887:106.887:5000.0:0,SAT:36.4135:36.4135:5000.0:0,SAT:50.0054:50.0054:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/narain/clauses-4.cnf,SAT:23.9074:23.9074:5000.0:0,SAT:429.687:429.687:5000.0:0,SAT:19.505:19.505:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/narain/clauses-6.cnf,SAT:559.339:559.339:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:252.742:252.742:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/narain/clauses-8.cnf,SAT:1944.3:1944.3:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1727.68:1727.68:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/hard/safe-50-h50-sat.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:420.248:420.248:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/hard/sortnet-6-ipc5-h11-unsat.cnf,SAT:3156.8:3156.8:5000.0:0,SAT:2682.71:2682.71:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/medium/blocks-4-ipc5-h22-unknown.cnf,SAT:235.137:235.137:5000.0:0,SAT:177.059:177.059:5000.0:0,SAT:104.36:104.36:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/medium/cube-11-h13-unsat.cnf,SAT:1952.62:1952.62:5000.0:0,SAT:1144.81:1144.81:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/medium/cube-9-h10-unsat.cnf,SAT:116.244:116.244:5000.0:0,SAT:65.604:65.604:5000.0:0,SAT:69.5554:69.5554:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/medium/cube-9-h11-sat.cnf,SAT:268.253:268.253:5000.0:0,SAT:332.794:332.794:5000.0:0,SAT:239.713:239.713:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,SAT:3649.44:3649.44:5000.0:0,SAT:3332.72:3332.72:5000.0:0,SAT:1799.72:1799.72:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/medium/emptyroom-4-h22-sat.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3859.61:3859.61:5000.0:0,SAT:40.1709:40.1709:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/medium/sortnet-7-ipc5-h16-sat.cnf,SAT:4706.36:4706.36:5000.0:0,SAT:2337.48:2337.48:5000.0:0,SAT:255.662:255.662:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/uts/uts-l06-ipc5-h30-unknown.cnf,SAT:462.812:462.812:5000.0:0,SAT:127.351:127.351:5000.0:0,SAT:75.7165:75.7165:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,SAT:636.184:636.184:5000.0:0,SAT:140.42:140.42:5000.0:0,SAT:91.6961:91.6961:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/uts/uts-l06-ipc5-h33-unknown.cnf,SAT:927.976:927.976:5000.0:0,SAT:675.428:675.428:5000.0:0,SAT:339.1:339.1:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/uts/uts-l06-ipc5-h34-unknown.cnf,SAT:119.956:119.956:5000.0:0,SAT:52.838:52.838:5000.0:0,SAT:23.6124:23.6124:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/uts/uts-l06-ipc5-h35-unknown.cnf,SAT:87.4867:87.4867:5000.0:0,SAT:39.0891:39.0891:5000.0:0,SAT:43.7733:43.7733:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/SAT4.0/9vliw_m_9stages_iq3_C1_bug1.cnf,SAT:25.2492:25.2492:5000.0:0,SAT:25.9051:25.9051:5000.0:0,SAT:324.24:324.24:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/SAT4.0/9vliw_m_9stages_iq3_C1_bug10.cnf,SAT:24.0263:24.0263:5000.0:0,SAT:17.9213:17.9213:5000.0:0,SAT:365.981:365.981:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/SAT4.0/9vliw_m_9stages_iq3_C1_bug2.cnf,SAT:18.8471:18.8471:5000.0:0,SAT:30.1184:30.1184:5000.0:0,SAT:284.17:284.17:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/SAT4.0/9vliw_m_9stages_iq3_C1_bug3.cnf,SAT:25.9611:25.9611:5000.0:0,SAT:22.1616:22.1616:5000.0:0,SAT:53.1349:53.1349:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/SAT4.0/9vliw_m_9stages_iq3_C1_bug4.cnf,SAT:19.505:19.505:5000.0:0,SAT:12.16:12.16:5000.0:0,SAT:379.986:379.986:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/SAT4.0/9vliw_m_9stages_iq3_C1_bug7.cnf,SAT:19.921:19.921:5000.0:0,SAT:19.985:19.985:5000.0:0,SAT:71.4001:71.4001:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/SAT4.0/9vliw_m_9stages_iq3_C1_bug8.cnf,SAT:10.6564:10.6564:5000.0:0,SAT:36.4865:36.4865:5000.0:0,SAT:388.368:388.368:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/SAT4.0/9vliw_m_9stages_iq3_C1_bug9.cnf,SAT:56.7154:56.7154:5000.0:0,SAT:9.8805:9.8805:5000.0:0,SAT:240.575:240.575:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/UNSAT2.0/9dlx_vliw_at_b_iq1.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/UNSAT2.0/9dlx_vliw_at_b_iq2.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/UNSAT2.0/9dlx_vliw_at_b_iq3.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/UNSAT2.0/9dlx_vliw_at_b_iq4.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/UNSAT2.0/9dlx_vliw_at_b_iq5.cnf,CRASHED:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/aprove09/AProVE09-06.cnf,SAT:30.3454:30.3454:5000.0:0,SAT:44.5992:44.5992:5000.0:0,SAT:1353.26:1353.26:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/aprove09/AProVE09-07.cnf,SAT:0.503923:0.503923:5000.0:0,SAT:2.88756:2.88756:5000.0:0,SAT:11.4263:11.4263:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/aprove09/AProVE09-08.cnf,SAT:0.666898:0.666898:5000.0:0,SAT:0.19097:0.19097:5000.0:0,SAT:13.474:13.474:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/aprove09/AProVE09-10.cnf,SAT:3.56946:3.56946:5000.0:0,SAT:0.856869:0.856869:5000.0:0,SAT:1.40579:1.40579:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/aprove09/AProVE09-15.cnf,SAT:10.2964:10.2964:5000.0:0,SAT:4.23835:4.23835:5000.0:0,SAT:12.1412:12.1412:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/aprove09/AProVE09-17.cnf,SAT:24.5963:24.5963:5000.0:0,SAT:7.33288:7.33288:5000.0:0,SAT:9.26959:9.26959:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/aprove09/AProVE09-19.cnf,SAT:0.572911:0.572911:5000.0:0,SAT:0.128979:0.128979:5000.0:0,SAT:2.43063:2.43063:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/aprove09/AProVE09-24.cnf,SAT:10.0025:10.0025:5000.0:0,SAT:5.78712:5.78712:5000.0:0,SAT:2.03369:2.03369:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/bioinfo/q_query_3_L100_coli.sat.cnf,SAT:767.973:767.973:5000.0:0,SAT:515.654:515.654:5000.0:0,SAT:208.191:208.191:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/bioinfo/q_query_3_L200_coli.sat.cnf,SAT:1400.09:1400.09:5000.0:0,SAT:824.708:824.708:5000.0:0,SAT:285.405:285.405:5000.0:0
