instance,2009_INDU-clasp-1.2.0-SAT09,2009_INDU-kw,2009_INDU-manysat,2009_INDU-minisat,2009_INDU-minisat-cumrp,2009_INDU-minisat09z,2009_INDU-precosat-236-3e7a3f8-090322
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2002/31_1_rule_1/SAT_dat.k40.debugged.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2002/31_1_rule_1/SAT_dat.k55.debugged.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2002/31_1_rule_2/SAT_dat.k60.debugged.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2002/31_1_rule_2/SAT_dat.k95.debugged.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2002/31_1_rule_3/SAT_dat.k100.debugged.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2002/31_2_rule_1/SAT_dat.k55.debugged.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1433.27:1433.27:5000.0:0,SAT:1075.57:1075.57:5000.0:0,SAT:1257.79:1257.79:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4284.9:4284.9:5000.0:0,SAT:386.865:386.865:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2002/31_2_rule_2/SAT_dat.k100.debugged.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2002/31_2_rule_2/SAT_dat.k30.debugged.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4541.83:4541.83:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1863.94:1863.94:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2002/31_2_rule_2/SAT_dat.k80.debugged.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2002/31_2_rule_2/SAT_dat.k90.debugged.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2004/1_31_1/IBM_FV_2004_rule_batch_1_31_1_SAT_dat.k40.debugged.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2004/1_31_1/IBM_FV_2004_rule_batch_1_31_1_SAT_dat.k90.debugged.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2004/1_31_2/IBM_FV_2004_rule_batch_1_31_2_SAT_dat.k65.debugged.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1901.61:1901.61:5000.0:0,SAT:2083.87:2083.87:5000.0:0,SAT:704.099:704.099:5000.0:0,SAT:4349.58:4349.58:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:459.936:459.936:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2004/1_31_2/IBM_FV_2004_rule_batch_1_31_2_SAT_dat.k95.debugged.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3622.56:3622.56:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:777.936:777.936:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2004/2_31_1/IBM_FV_2004_rule_batch_2_31_1_SAT_dat.k35.debugged.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2588.96:2588.96:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4099.07:4099.07:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:662.822:662.822:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2004/2_31_1/IBM_FV_2004_rule_batch_2_31_1_SAT_dat.k80.debugged.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2004/2_31_2/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k25.debugged.cnf,SAT:1145.88:1145.88:5000.0:0,SAT:340.825:340.825:5000.0:0,SAT:1675.18:1675.18:5000.0:0,SAT:190.463:190.463:5000.0:0,SAT:2913.38:2913.38:5000.0:0,SAT:4706.72:4706.72:5000.0:0,SAT:88.9395:88.9395:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2004/2_31_2/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2004/3_31_1/IBM_FV_2004_rule_batch_3_31_1_SAT_dat.k35.debugged.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2066.8:2066.8:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2581.31:2581.31:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:597.366:597.366:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/softveri/cbmc/aes_decry_2_rounds.debugged.cnf,SAT:4331.48:4331.48:5000.0:0,SAT:1095.36:1095.36:5000.0:0,SAT:1001.27:1001.27:5000.0:0,SAT:809.678:809.678:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2777.78:2777.78:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/softveri/cbmc/aes_equiv_encry_2_rounds.debugged.cnf,SAT:2808.07:2808.07:5000.0:0,SAT:749.037:749.037:5000.0:0,SAT:909.674:909.674:5000.0:0,SAT:841.011:841.011:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2523.69:2523.69:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/softveri/cbmc/aes_equiv_encry_3_rounds.debugged.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3139.95:3139.95:5000.0:0,SAT:2411.49:2411.49:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/softveri/cbmc/zfcp_sat_bench_2_8.debugged.cnf,SAT:23.9074:23.9074:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,SAT:36.8244:36.8244:5000.0:0,SAT:39.9239:39.9239:5000.0:0,SAT:33.7849:33.7849:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/zeus/esawn_uw3.debugged.cnf,SAT:954.779:954.779:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,SAT:178.135:178.135:5000.0:0,SAT:869.452:869.452:5000.0:0,SAT:395.743:395.743:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/nonopt/6s126.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/nonopt/6s139.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2309.14:2309.14:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/nonopt/6s20.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/nonopt/bob12m06.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/nonopt/bob12s06.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/6s103.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/6s133.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3479.77:3479.77:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3138.35:3138.35:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/6s137.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1700.21:1700.21:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/6s139.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2491.64:2491.64:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/6s153.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/6s165.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:86.2949:86.2949:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1016.08:1016.08:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/6s166.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/6s19.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3159.38:3159.38:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/6s20.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/6s9.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/beempgsol2b1.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/beempgsol5b1.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/bob12m04.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1643.43:1643.43:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/bob12m06.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/bob12s02.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/bob12s04.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:856.212:856.212:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4447.31:4447.31:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/biere_heule_jarvisalo_manthey--hwmcc12miters/opt/bob12s06.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/heule_weaver--arc4/arcfour_initialPermutation_5_32.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/heule_weaver--arc4/arcfour_initialPermutation_6_14.cnf,SAT:428.991:428.991:5000.0:0,SAT:459.533:459.533:5000.0:0,SAT:626.631:626.631:5000.0:0,SAT:303.55:303.55:5000.0:0,SAT:559.237:559.237:5000.0:0,SAT:615.101:615.101:5000.0:0,SAT:470.649:470.649:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/heule_weaver--arc4/arcfour_initialPermutation_6_15.cnf,SAT:862.518:862.518:5000.0:0,SAT:933.443:933.443:5000.0:0,SAT:1281.79:1281.79:5000.0:0,SAT:588.338:588.338:5000.0:0,SAT:1082.76:1082.76:5000.0:0,SAT:1117.61:1117.61:5000.0:0,SAT:934.715:934.715:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/heule_weaver--arc4/arcfour_initialPermutation_6_16.cnf,SAT:1395.61:1395.61:5000.0:0,SAT:1896.48:1896.48:5000.0:0,SAT:3842.12:3842.12:5000.0:0,SAT:1161.24:1161.24:5000.0:0,SAT:2227.44:2227.44:5000.0:0,SAT:2240.53:2240.53:5000.0:0,SAT:1879.58:1879.58:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/heule_weaver--arc4/arcfour_initialPermutation_6_24.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/heule_weaver--arc4/arcfour_initialPermutation_6_40.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/heule_weaver--arc4/arcfour_initialPermutation_6_56.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/heule_weaver--arc4/arcfour_initialPermutation_6_64.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/kummling_grosmann--pesp/b04_s_2_unknown_pre.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2013SATInstances/INDU/SC13_submissions/kummling_grosmann--pesp/b04_s_unknown.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2937.35:2937.35:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
