instance,2009_INDU-clasp-1.2.0-SAT09,2009_INDU-kw,2009_INDU-manysat,2009_INDU-minisat,2009_INDU-minisat-cumrp,2009_INDU-minisat09z,2009_INDU-precosat-236-3e7a3f8-090322
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/babic/xinetd/itox_vc1033.cnf,SAT:1.2918:1.2918:5000.0:0,SAT:3.08253:3.08253:5000.0:0,SAT:16.1895:16.1895:5000.0:0,SAT:1.63475:1.63475:5000.0:0,SAT:2.14567:2.14567:5000.0:0,SAT:2.58061:2.58061:5000.0:0,SAT:2.77858:2.77858:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/babic/xinetd/itox_vc1044.cnf,SAT:1.44978:1.44978:5000.0:0,SAT:3.01254:3.01254:5000.0:0,SAT:8.40272:8.40272:5000.0:0,SAT:1.86771:1.86771:5000.0:0,SAT:3.88441:3.88441:5000.0:0,SAT:2.35464:2.35464:5000.0:0,SAT:2.87356:2.87356:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/babic/xinetd/itox_vc1130.cnf,SAT:1.51677:1.51677:5000.0:0,SAT:4.01739:4.01739:5000.0:0,SAT:8.96364:8.96364:5000.0:0,SAT:2.08168:2.08168:5000.0:0,SAT:4.69729:4.69729:5000.0:0,SAT:3.99339:3.99339:5000.0:0,SAT:4.28435:4.28435:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/babic/xinetd/itox_vc909.cnf,SAT:1.23781:1.23781:5000.0:0,SAT:4.6073:4.6073:5000.0:0,SAT:12.846:12.846:5000.0:0,SAT:1.81872:1.81872:5000.0:0,SAT:2.11068:2.11068:5000.0:0,SAT:3.64345:3.64345:5000.0:0,SAT:3.21551:3.21551:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/fuhs/medium/AProVE07-02.cnf,SAT:151.541:151.541:5000.0:0,SAT:548.916:548.916:5000.0:0,SAT:960.629:960.629:5000.0:0,SAT:697.746:697.746:5000.0:0,SAT:905.845:905.845:5000.0:0,SAT:1199.26:1199.26:5000.0:0,SAT:831.722:831.722:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/fuhs/medium/AProVE07-04.cnf,SAT:167.186:167.186:5000.0:0,SAT:66.3769:66.3769:5000.0:0,SAT:305.207:305.207:5000.0:0,SAT:48.5366:48.5366:5000.0:0,SAT:127.603:127.603:5000.0:0,SAT:130.532:130.532:5000.0:0,SAT:143.141:143.141:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/fuhs/medium/AProVE07-06.cnf,SAT:120.173:120.173:5000.0:0,SAT:100.812:100.812:5000.0:0,SAT:110.674:110.674:5000.0:0,SAT:39.56:39.56:5000.0:0,SAT:141.876:141.876:5000.0:0,SAT:184.628:184.628:5000.0:0,SAT:51.3472:51.3472:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/fuhs/medium/AProVE07-09.cnf,SAT:365.488:365.488:5000.0:0,SAT:299.523:299.523:5000.0:0,SAT:828.371:828.371:5000.0:0,SAT:233.066:233.066:5000.0:0,SAT:976.881:976.881:5000.0:0,SAT:275.836:275.836:5000.0:0,SAT:123.321:123.321:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/fuhs/medium/AProVE07-11.cnf,SAT:200.043:200.043:5000.0:0,SAT:236.562:236.562:5000.0:0,SAT:433.037:433.037:5000.0:0,SAT:176.088:176.088:5000.0:0,SAT:362.176:362.176:5000.0:0,SAT:459.227:459.227:5000.0:0,SAT:422.04:422.04:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/fuhs/medium/AProVE07-20.cnf,SAT:93.9317:93.9317:5000.0:0,SAT:92.383:92.383:5000.0:0,SAT:143.367:143.367:5000.0:0,SAT:167.856:167.856:5000.0:0,SAT:153.958:153.958:5000.0:0,SAT:145.111:145.111:5000.0:0,SAT:141.725:141.725:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/grieu/vmpc_26.cnf,SAT:13.8309:13.8309:5000.0:0,SAT:66.9418:66.9418:5000.0:0,SAT:76.8193:76.8193:5000.0:0,SAT:35.0677:35.0677:5000.0:0,SAT:73.3119:73.3119:5000.0:0,SAT:26.9339:26.9339:5000.0:0,SAT:23.2335:23.2335:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/grieu/vmpc_29.cnf,SAT:685.516:685.516:5000.0:0,SAT:21.7137:21.7137:5000.0:0,SAT:1307.37:1307.37:5000.0:0,SAT:560.578:560.578:5000.0:0,SAT:923.72:923.72:5000.0:0,SAT:2221.65:2221.65:5000.0:0,SAT:1318.45:1318.45:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/grieu/vmpc_30.cnf,SAT:71.2722:71.2722:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:19.441:19.441:5000.0:0,SAT:503.111:503.111:5000.0:0,SAT:1773.61:1773.61:5000.0:0,SAT:696.066:696.066:5000.0:0,SAT:109.813:109.813:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/grieu/vmpc_33.cnf,SAT:4594.38:4594.38:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4285.74:4285.74:5000.0:0,SAT:767.802:767.802:5000.0:0,SAT:296.795:296.795:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/grieu/vmpc_34.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,SAT:203.677:203.677:5000.0:0,SAT:398.365:398.365:5000.0:0,SAT:528.829:528.829:5000.0:0,SAT:1213.17:1213.17:5000.0:0,SAT:1425.17:1425.17:5000.0:0,SAT:527.645:527.645:5000.0:0,SAT:280.476:280.476:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/narain/clauses-10.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:126.066:126.066:5000.0:0,SAT:149.376:149.376:5000.0:0,SAT:47.8207:47.8207:5000.0:0,SAT:159.716:159.716:5000.0:0,SAT:117.604:117.604:5000.0:0,SAT:1672.71:1672.71:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/narain/clauses-4.cnf,SAT:59.441:59.441:5000.0:0,SAT:23.7034:23.7034:5000.0:0,SAT:71.3072:71.3072:5000.0:0,SAT:8.65668:8.65668:5000.0:0,SAT:24.9622:24.9622:5000.0:0,SAT:16.7125:16.7125:5000.0:0,SAT:28.0707:28.0707:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/narain/clauses-6.cnf,SAT:241.247:241.247:5000.0:0,SAT:109.378:109.378:5000.0:0,SAT:871.759:871.759:5000.0:0,SAT:55.4476:55.4476:5000.0:0,SAT:690.888:690.888:5000.0:0,SAT:1151.64:1151.64:5000.0:0,SAT:263.71:263.71:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/narain/clauses-8.cnf,SAT:3880.07:3880.07:5000.0:0,SAT:582.756:582.756:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:462.963:462.963:5000.0:0,SAT:1528.41:1528.41:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1322.53:1322.53:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/hard/safe-50-h50-sat.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:466.648:466.648:5000.0:0,SAT:2488.07:2488.07:5000.0:0,SAT:136.1:136.1:5000.0:0,SAT:1305.01:1305.01:5000.0:0,SAT:1288.2:1288.2:5000.0:0,SAT:109.097:109.097:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/hard/sortnet-6-ipc5-h11-unsat.cnf,SAT:852.923:852.923:5000.0:0,SAT:411.106:411.106:5000.0:0,SAT:2097.35:2097.35:5000.0:0,SAT:523.354:523.354:5000.0:0,SAT:4962.15:4962.15:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:680.774:680.774:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/medium/blocks-4-ipc5-h22-unknown.cnf,SAT:38.6571:38.6571:5000.0:0,SAT:69.1845:69.1845:5000.0:0,SAT:352.82:352.82:5000.0:0,SAT:21.6437:21.6437:5000.0:0,SAT:285.378:285.378:5000.0:0,SAT:302.723:302.723:5000.0:0,SAT:72.671:72.671:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/medium/cube-11-h13-unsat.cnf,SAT:48.0567:48.0567:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1014.72:1014.72:5000.0:0,SAT:545.388:545.388:5000.0:0,SAT:1036.94:1036.94:5000.0:0,SAT:3291.63:3291.63:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/medium/cube-9-h10-unsat.cnf,SAT:30.2474:30.2474:5000.0:0,SAT:189.856:189.856:5000.0:0,SAT:96.5043:96.5043:5000.0:0,SAT:26.34:26.34:5000.0:0,SAT:55.4536:55.4536:5000.0:0,SAT:46.5569:46.5569:5000.0:0,SAT:135.824:135.824:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/medium/cube-9-h11-sat.cnf,SAT:21.8067:21.8067:5000.0:0,SAT:350.682:350.682:5000.0:0,SAT:337.793:337.793:5000.0:0,SAT:77.5832:77.5832:5000.0:0,SAT:196.378:196.378:5000.0:0,SAT:387.081:387.081:5000.0:0,SAT:1144.76:1144.76:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,SAT:148.536:148.536:5000.0:0,SAT:1410.7:1410.7:5000.0:0,SAT:1304.74:1304.74:5000.0:0,SAT:193.658:193.658:5000.0:0,SAT:1321.61:1321.61:5000.0:0,SAT:3235.76:3235.76:5000.0:0,SAT:1890.91:1890.91:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/medium/emptyroom-4-h22-sat.cnf,SAT:375.636:375.636:5000.0:0,SAT:1241.24:1241.24:5000.0:0,SAT:784.984:784.984:5000.0:0,SAT:312.638:312.638:5000.0:0,SAT:15.92:15.92:5000.0:0,SAT:74.7246:74.7246:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/medium/sortnet-7-ipc5-h16-sat.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:112.27:112.27:5000.0:0,SAT:416.516:416.516:5000.0:0,SAT:149.515:149.515:5000.0:0,SAT:1620.14:1620.14:5000.0:0,SAT:1238.63:1238.63:5000.0:0,SAT:46.5679:46.5679:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/uts/uts-l06-ipc5-h30-unknown.cnf,SAT:132.58:132.58:5000.0:0,SAT:86.4279:86.4279:5000.0:0,SAT:136.473:136.473:5000.0:0,SAT:23.6984:23.6984:5000.0:0,SAT:126.124:126.124:5000.0:0,SAT:93.7957:93.7957:5000.0:0,SAT:42.1576:42.1576:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,SAT:180.161:180.161:5000.0:0,SAT:118.895:118.895:5000.0:0,SAT:145.466:145.466:5000.0:0,SAT:30.8793:30.8793:5000.0:0,SAT:107.954:107.954:5000.0:0,SAT:254.191:254.191:5000.0:0,SAT:31.5982:31.5982:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/uts/uts-l06-ipc5-h33-unknown.cnf,SAT:274.237:274.237:5000.0:0,SAT:270.536:270.536:5000.0:0,SAT:347.991:347.991:5000.0:0,SAT:93.5288:93.5288:5000.0:0,SAT:966.815:966.815:5000.0:0,SAT:409.371:409.371:5000.0:0,SAT:108.257:108.257:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/uts/uts-l06-ipc5-h34-unknown.cnf,SAT:135.32:135.32:5000.0:0,SAT:46.021:46.021:5000.0:0,SAT:17.8883:17.8883:5000.0:0,SAT:10.8064:10.8064:5000.0:0,SAT:106.033:106.033:5000.0:0,SAT:2.22966:2.22966:5000.0:0,SAT:29.6965:29.6965:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/palacios/uts/uts-l06-ipc5-h35-unknown.cnf,SAT:9.37957:9.37957:5000.0:0,SAT:100.528:100.528:5000.0:0,SAT:58.6291:58.6291:5000.0:0,SAT:10.1365:10.1365:5000.0:0,SAT:32.746:32.746:5000.0:0,SAT:13.7449:13.7449:5000.0:0,SAT:23.1365:23.1365:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/SAT4.0/9vliw_m_9stages_iq3_C1_bug1.cnf,SAT:10.2754:10.2754:5000.0:0,SAT:132.626:132.626:5000.0:0,SAT:53.2789:53.2789:5000.0:0,SAT:20.6799:20.6799:5000.0:0,SAT:19.511:19.511:5000.0:0,SAT:45.6741:45.6741:5000.0:0,SAT:208.337:208.337:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/SAT4.0/9vliw_m_9stages_iq3_C1_bug10.cnf,SAT:9.48956:9.48956:5000.0:0,SAT:151.098:151.098:5000.0:0,SAT:84.2112:84.2112:5000.0:0,SAT:14.4888:14.4888:5000.0:0,SAT:20.9398:20.9398:5000.0:0,SAT:81.6636:81.6636:5000.0:0,SAT:158.832:158.832:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/SAT4.0/9vliw_m_9stages_iq3_C1_bug2.cnf,SAT:13.001:13.001:5000.0:0,SAT:129.383:129.383:5000.0:0,SAT:45.811:45.811:5000.0:0,SAT:12.926:12.926:5000.0:0,SAT:37.9722:37.9722:5000.0:0,SAT:44.6622:44.6622:5000.0:0,SAT:158.077:158.077:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/SAT4.0/9vliw_m_9stages_iq3_C1_bug3.cnf,SAT:23.3614:23.3614:5000.0:0,SAT:121.558:121.558:5000.0:0,SAT:69.6634:69.6634:5000.0:0,SAT:6.19706:6.19706:5000.0:0,SAT:80.6767:80.6767:5000.0:0,SAT:12.6931:12.6931:5000.0:0,SAT:147.829:147.829:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/SAT4.0/9vliw_m_9stages_iq3_C1_bug4.cnf,SAT:40.6428:40.6428:5000.0:0,SAT:531.56:531.56:5000.0:0,SAT:39.675:39.675:5000.0:0,SAT:24.6842:24.6842:5000.0:0,SAT:33.2399:33.2399:5000.0:0,SAT:59.218:59.218:5000.0:0,SAT:150.226:150.226:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/SAT4.0/9vliw_m_9stages_iq3_C1_bug7.cnf,SAT:24.2283:24.2283:5000.0:0,SAT:121.956:121.956:5000.0:0,SAT:67.7557:67.7557:5000.0:0,SAT:30.4384:30.4384:5000.0:0,SAT:104.548:104.548:5000.0:0,SAT:138.967:138.967:5000.0:0,SAT:163.419:163.419:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/SAT4.0/9vliw_m_9stages_iq3_C1_bug8.cnf,SAT:22.9355:22.9355:5000.0:0,SAT:221.485:221.485:5000.0:0,SAT:84.8531:84.8531:5000.0:0,SAT:36.5064:36.5064:5000.0:0,SAT:40.5268:40.5268:5000.0:0,SAT:34.6817:34.6817:5000.0:0,SAT:181.203:181.203:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/SAT4.0/9vliw_m_9stages_iq3_C1_bug9.cnf,SAT:22.4016:22.4016:5000.0:0,SAT:137.635:137.635:5000.0:0,SAT:67.5057:67.5057:5000.0:0,SAT:25.6001:25.6001:5000.0:0,SAT:32.688:32.688:5000.0:0,SAT:56.8064:56.8064:5000.0:0,SAT:148.696:148.696:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/UNSAT2.0/9dlx_vliw_at_b_iq1.cnf,SAT:64.2532:64.2532:5000.0:0,SAT:1194.33:1194.33:5000.0:0,SAT:340.975:340.975:5000.0:0,SAT:3062.6:3062.6:5000.0:0,SAT:350.8:350.8:5000.0:0,SAT:3698.82:3698.82:5000.0:0,SAT:101.295:101.295:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/UNSAT2.0/9dlx_vliw_at_b_iq2.cnf,SAT:103.42:103.42:5000.0:0,SAT:2129.73:2129.73:5000.0:0,SAT:1269.64:1269.64:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:680.386:680.386:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:414.364:414.364:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/UNSAT2.0/9dlx_vliw_at_b_iq3.cnf,SAT:359.397:359.397:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3304.79:3304.79:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2445.91:2445.91:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1159.55:1159.55:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/UNSAT2.0/9dlx_vliw_at_b_iq4.cnf,SAT:1032.0:1032.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1830.4:1830.4:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2007/industrial/velev/UNSAT2.0/9dlx_vliw_at_b_iq5.cnf,SAT:1455.41:1455.41:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3860.84:3860.84:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/aprove09/AProVE09-06.cnf,SAT:64.6322:64.6322:5000.0:0,SAT:819.753:819.753:5000.0:0,SAT:22.2406:22.2406:5000.0:0,SAT:817.019:817.019:5000.0:0,SAT:63.7753:63.7753:5000.0:0,SAT:2353.49:2353.49:5000.0:0,SAT:921.657:921.657:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/aprove09/AProVE09-07.cnf,SAT:0.284956:0.284956:5000.0:0,SAT:2.18767:2.18767:5000.0:0,SAT:0.634902:0.634902:5000.0:0,SAT:4.15637:4.15637:5000.0:0,SAT:9.77451:9.77451:5000.0:0,SAT:3.39548:3.39548:5000.0:0,SAT:2.29965:2.29965:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/aprove09/AProVE09-08.cnf,SAT:1.36179:1.36179:5000.0:0,SAT:8.69268:8.69268:5000.0:0,SAT:4.86226:4.86226:5000.0:0,SAT:4.84826:4.84826:5000.0:0,SAT:0.229964:0.229964:5000.0:0,SAT:20.8938:20.8938:5000.0:0,SAT:8.71167:8.71167:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/aprove09/AProVE09-10.cnf,SAT:1.87671:1.87671:5000.0:0,SAT:2.68659:2.68659:5000.0:0,SAT:3.2835:3.2835:5000.0:0,SAT:0.825874:0.825874:5000.0:0,SAT:0.430933:0.430933:5000.0:0,SAT:1.81272:1.81272:5000.0:0,SAT:3.00154:3.00154:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/aprove09/AProVE09-15.cnf,SAT:4.68129:4.68129:5000.0:0,SAT:8.20575:8.20575:5000.0:0,SAT:16.6085:16.6085:5000.0:0,SAT:2.28765:2.28765:5000.0:0,SAT:7.03393:7.03393:5000.0:0,SAT:11.0433:11.0433:5000.0:0,SAT:8.85065:8.85065:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/aprove09/AProVE09-17.cnf,SAT:10.4164:10.4164:5000.0:0,SAT:7.2389:7.2389:5000.0:0,SAT:31.8052:31.8052:5000.0:0,SAT:5.48717:5.48717:5000.0:0,SAT:7.56185:7.56185:5000.0:0,SAT:7.45087:7.45087:5000.0:0,SAT:3.38648:3.38648:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/aprove09/AProVE09-19.cnf,SAT:0.698893:0.698893:5000.0:0,SAT:0.988849:0.988849:5000.0:0,SAT:0.91286:0.91286:5000.0:0,SAT:1.11883:1.11883:5000.0:0,SAT:0.395938:0.395938:5000.0:0,SAT:3.42048:3.42048:5000.0:0,SAT:3.57446:3.57446:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/aprove09/AProVE09-24.cnf,SAT:6.85696:6.85696:5000.0:0,SAT:2.06869:2.06869:5000.0:0,SAT:3.87541:3.87541:5000.0:0,SAT:0.58691:0.58691:5000.0:0,SAT:1.12583:1.12583:5000.0:0,SAT:2.75658:2.75658:5000.0:0,SAT:1.84972:1.84972:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/bioinfo/q_query_3_L100_coli.sat.cnf,SAT:315.865:315.865:5000.0:0,SAT:205.256:205.256:5000.0:0,SAT:448.796:448.796:5000.0:0,SAT:67.8717:67.8717:5000.0:0,SAT:272.652:272.652:5000.0:0,SAT:105.311:105.311:5000.0:0,SAT:209.782:209.782:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/bioinfo/q_query_3_L200_coli.sat.cnf,SAT:521.648:521.648:5000.0:0,SAT:360.014:360.014:5000.0:0,SAT:1156.01:1156.01:5000.0:0,SAT:251.497:251.497:5000.0:0,SAT:439.41:439.41:5000.0:0,SAT:156.872:156.872:5000.0:0,SAT:531.869:531.869:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/bioinfo/q_query_3_L60_coli.sat.cnf,SAT:75.6355:75.6355:5000.0:0,SAT:25.8021:25.8021:5000.0:0,SAT:116.038:116.038:5000.0:0,SAT:13.34:13.34:5000.0:0,SAT:54.7127:54.7127:5000.0:0,SAT:58.8021:58.8021:5000.0:0,SAT:30.4284:30.4284:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/bioinfo/q_query_3_L80_coli.sat.cnf,SAT:166.458:166.458:5000.0:0,SAT:79.9099:79.9099:5000.0:0,SAT:462.757:462.757:5000.0:0,SAT:40.7728:40.7728:5000.0:0,SAT:258.467:258.467:5000.0:0,SAT:149.745:149.745:5000.0:0,SAT:123.537:123.537:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/bioinfo/q_query_3_L90_coli.sat.cnf,SAT:134.187:134.187:5000.0:0,SAT:62.2025:62.2025:5000.0:0,SAT:962.977:962.977:5000.0:0,SAT:47.3138:47.3138:5000.0:0,SAT:261.6:261.6:5000.0:0,SAT:148.692:148.692:5000.0:0,SAT:162.867:162.867:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/bioinfo/q_query_3_l38_lambda.cnf,SAT:10.9833:10.9833:5000.0:0,SAT:1.10983:1.10983:5000.0:0,SAT:1.77073:1.77073:5000.0:0,SAT:2.83157:2.83157:5000.0:0,SAT:5.2822:5.2822:5000.0:0,SAT:0.84887:0.84887:5000.0:0,SAT:2.82657:2.82657:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/bioinfo/q_query_3_l39_lambda.cnf,SAT:30.1264:30.1264:5000.0:0,SAT:3.39048:3.39048:5000.0:0,SAT:8.77867:8.77867:5000.0:0,SAT:0.475927:0.475927:5000.0:0,SAT:9.97248:9.97248:5000.0:0,SAT:5.79012:5.79012:5000.0:0,SAT:4.07038:4.07038:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/bioinfo/q_query_3_l40_lambda.cnf,SAT:35.5016:35.5016:5000.0:0,SAT:3.41848:3.41848:5000.0:0,SAT:7.40487:7.40487:5000.0:0,SAT:3.87241:3.87241:5000.0:0,SAT:44.9422:44.9422:5000.0:0,SAT:15.5916:15.5916:5000.0:0,SAT:2.06069:2.06069:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATCompetition2009/application/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,SAT:54.3397:54.3397:5000.0:0,SAT:6.66898:6.66898:5000.0:0,SAT:18.3692:18.3692:5000.0:0,SAT:1.84072:1.84072:5000.0:0,SAT:35.0667:35.0667:5000.0:0,SAT:20.9008:20.9008:5000.0:0,SAT:15.8786:15.8786:5000.0:0
