instance,2011_INDU-LR_GL_SHR,2011_INDU-RestartSAT,2011_INDU-cir_minisat,2011_INDU-contrasat,2011_INDU-ebminisat,2011_INDU-glueminisat,2011_INDU-minisat,2011_INDU-minisat-2.2.0-agile-26,2011_INDU-rcl
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/desgen/gss-19-s100.cnf,SAT:1980.97:1980.97:5000.0:0,SAT:1243.72:1243.72:5000.0:0,SAT:528.401:528.401:5000.0:0,SAT:788.687:788.687:5000.0:0,SAT:382.3:382.3:5000.0:0,SAT:377.631:377.631:5000.0:0,SAT:404.616:404.616:5000.0:0,SAT:489.401:489.401:5000.0:0,SAT:345.967:345.967:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/desgen/gss-20-s100.cnf,SAT:172.613:172.613:5000.0:0,SAT:2767.15:2767.15:5000.0:0,SAT:1870.11:1870.11:5000.0:0,SAT:2702.01:2702.01:5000.0:0,SAT:1701.73:1701.73:5000.0:0,SAT:254.755:254.755:5000.0:0,SAT:1296.12:1296.12:5000.0:0,SAT:1602.83:1602.83:5000.0:0,SAT:291.108:291.108:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/md5gen/gus-md5-07.cnf,SAT:34.1578:34.1578:5000.0:0,SAT:41.0148:41.0148:5000.0:0,SAT:38.4881:38.4881:5000.0:0,SAT:43.3214:43.3214:5000.0:0,SAT:28.8646:28.8646:5000.0:0,SAT:48.3397:48.3397:5000.0:0,SAT:31.8162:31.8162:5000.0:0,SAT:36.7454:36.7454:5000.0:0,SAT:61.7346:61.7346:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/md5gen/gus-md5-09.cnf,SAT:287.644:287.644:5000.0:0,SAT:202.058:202.058:5000.0:0,SAT:295.749:295.749:5000.0:0,SAT:353.882:353.882:5000.0:0,SAT:228.728:228.728:5000.0:0,SAT:565.347:565.347:5000.0:0,SAT:250.502:250.502:5000.0:0,SAT:213.985:213.985:5000.0:0,SAT:396.817:396.817:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/md5gen/gus-md5-10.cnf,SAT:1452.09:1452.09:5000.0:0,SAT:873.699:873.699:5000.0:0,SAT:703.907:703.907:5000.0:0,SAT:695.555:695.555:5000.0:0,SAT:1454.34:1454.34:5000.0:0,SAT:2880.39:2880.39:5000.0:0,SAT:695.978:695.978:5000.0:0,SAT:577.52:577.52:5000.0:0,SAT:727.672:727.672:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/mizh/md5_47_4.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:108.053:108.053:5000.0:0,SAT:305.528:305.528:5000.0:0,SAT:177.813:177.813:5000.0:0,SAT:467.096:467.096:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:316.746:316.746:5000.0:0,SAT:580.597:580.597:5000.0:0,SAT:231.108:231.108:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/mizh/md5_48_1.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:567.27:567.27:5000.0:0,SAT:811.953:811.953:5000.0:0,SAT:188.4:188.4:5000.0:0,SAT:740.222:740.222:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:533.183:533.183:5000.0:0,SAT:149.97:149.97:5000.0:0,SAT:369.84:369.84:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/mizh/md5_48_3.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:118.978:118.978:5000.0:0,SAT:261.003:261.003:5000.0:0,SAT:261.252:261.252:5000.0:0,SAT:258.177:258.177:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:250.719:250.719:5000.0:0,SAT:1313.06:1313.06:5000.0:0,SAT:193.025:193.025:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/mizh/sha0_35_1.cnf,SAT:1847.68:1847.68:5000.0:0,SAT:41.8306:41.8306:5000.0:0,SAT:161.028:161.028:5000.0:0,SAT:154.17:154.17:5000.0:0,SAT:159.192:159.192:5000.0:0,SAT:328.617:328.617:5000.0:0,SAT:155.832:155.832:5000.0:0,SAT:22.0207:22.0207:5000.0:0,SAT:16.8354:16.8354:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/mizh/sha0_35_2.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:127.919:127.919:5000.0:0,SAT:95.0985:95.0985:5000.0:0,SAT:51.1382:51.1382:5000.0:0,SAT:122.068:122.068:5000.0:0,SAT:298.059:298.059:5000.0:0,SAT:98.673:98.673:5000.0:0,SAT:28.2107:28.2107:5000.0:0,SAT:34.1858:34.1858:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/mizh/sha0_35_3.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:9.95349:9.95349:5000.0:0,SAT:78.1281:78.1281:5000.0:0,SAT:45.947:45.947:5000.0:0,SAT:78.96:78.96:5000.0:0,SAT:278.231:278.231:5000.0:0,SAT:77.2862:77.2862:5000.0:0,SAT:317.489:317.489:5000.0:0,SAT:18.3622:18.3622:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/mizh/sha0_35_4.cnf,SAT:259.666:259.666:5000.0:0,SAT:88.4426:88.4426:5000.0:0,SAT:69.6964:69.6964:5000.0:0,SAT:155.976:155.976:5000.0:0,SAT:86.3449:86.3449:5000.0:0,SAT:116.65:116.65:5000.0:0,SAT:69.9524:69.9524:5000.0:0,SAT:38.8751:38.8751:5000.0:0,SAT:12.3651:12.3651:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/cryptography/mizh/sha0_36_5.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:556.955:556.955:5000.0:0,SAT:311.353:311.353:5000.0:0,SAT:577.105:577.105:5000.0:0,SAT:260.319:260.319:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:259.2:259.2:5000.0:0,SAT:193.799:193.799:5000.0:0,SAT:80.8617:80.8617:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/hardware-verification/velev/11pipe_k.cnf,SAT:338.927:338.927:5000.0:0,SAT:1905.39:1905.39:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:834.224:834.224:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/hardware-verification/velev/12pipe_q0_k.cnf,SAT:325.823:325.823:5000.0:0,SAT:792.142:792.142:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:712.103:712.103:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/hardware-verification/velev/1dlx_c_iq57_a.cnf,SAT:1194.4:1194.4:5000.0:0,SAT:1624.26:1624.26:5000.0:0,SAT:1184.67:1184.67:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:918.048:918.048:5000.0:0,SAT:598.327:598.327:5000.0:0,SAT:1051.18:1051.18:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/hardware-verification/velev/1dlx_c_iq60_a.cnf,SAT:926.184:926.184:5000.0:0,SAT:2097.8:2097.8:5000.0:0,SAT:1069.32:1069.32:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1387.05:1387.05:5000.0:0,SAT:1153.05:1153.05:5000.0:0,SAT:1162.89:1162.89:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/anbulagan/dated-10-13-s.cnf,SAT:10.2424:10.2424:5000.0:0,SAT:532.951:532.951:5000.0:0,SAT:449.766:449.766:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:466.816:466.816:5000.0:0,SAT:2.28865:2.28865:5000.0:0,SAT:542.969:542.969:5000.0:0,SAT:746.904:746.904:5000.0:0,SAT:45.6171:45.6171:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/anbulagan/dated-10-13-u.cnf,SAT:1510.99:1510.99:5000.0:0,SAT:666.029:666.029:5000.0:0,SAT:874.505:874.505:5000.0:0,SAT:786.9:786.9:5000.0:0,SAT:700.971:700.971:5000.0:0,SAT:371.161:371.161:5000.0:0,SAT:809.472:809.472:5000.0:0,SAT:417.823:417.823:5000.0:0,SAT:697.084:697.084:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/anbulagan/dated-5-13-u.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4983.56:4983.56:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4944.28:4944.28:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/anbulagan/dated-5-15-u.cnf,SAT:782.85:782.85:5000.0:0,SAT:308.84:308.84:5000.0:0,SAT:846.344:846.344:5000.0:0,SAT:332.733:332.733:5000.0:0,SAT:489.442:489.442:5000.0:0,SAT:150.852:150.852:5000.0:0,SAT:496.315:496.315:5000.0:0,SAT:447.642:447.642:5000.0:0,SAT:155.092:155.092:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/anbulagan/total-10-19-s.cnf,SAT:9.69053:9.69053:5000.0:0,SAT:4511.5:4511.5:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:10.0585:10.0585:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:7.8958:7.8958:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/bioinf/q_query_3_l44_lambda.cnf,SAT:1513.02:1513.02:5000.0:0,SAT:83.7443:83.7443:5000.0:0,SAT:74.2167:74.2167:5000.0:0,SAT:112.969:112.969:5000.0:0,SAT:70.8952:70.8952:5000.0:0,SAT:116.236:116.236:5000.0:0,SAT:73.5698:73.5698:5000.0:0,SAT:55.1206:55.1206:5000.0:0,SAT:174.472:174.472:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/bioinf/q_query_3_l45_lambda.cnf,SAT:1528.22:1528.22:5000.0:0,SAT:80.8277:80.8277:5000.0:0,SAT:69.1815:69.1815:5000.0:0,SAT:113.198:113.198:5000.0:0,SAT:77.9032:77.9032:5000.0:0,SAT:119.586:119.586:5000.0:0,SAT:71.3422:71.3422:5000.0:0,SAT:56.1365:56.1365:5000.0:0,SAT:110.474:110.474:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/bioinf/q_query_3_l48_lambda.cnf,SAT:3472.76:3472.76:5000.0:0,SAT:89.4884:89.4884:5000.0:0,SAT:84.1642:84.1642:5000.0:0,SAT:97.4222:97.4222:5000.0:0,SAT:90.2813:90.2813:5000.0:0,SAT:119.421:119.421:5000.0:0,SAT:86.7028:86.7028:5000.0:0,SAT:94.6496:94.6496:5000.0:0,SAT:123.803:123.803:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/bioinf/rpoc_xits_08_UNSAT.cnf,SAT:4266.73:4266.73:5000.0:0,SAT:1010.4:1010.4:5000.0:0,SAT:3873.39:3873.39:5000.0:0,SAT:2974.53:2974.53:5000.0:0,SAT:4177.73:4177.73:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1701.13:1701.13:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/diagnosis/ACG-15-10p0.cnf,SAT:650.642:650.642:5000.0:0,SAT:634.305:634.305:5000.0:0,SAT:696.137:696.137:5000.0:0,SAT:1566.27:1566.27:5000.0:0,SAT:756.286:756.286:5000.0:0,SAT:1057.64:1057.64:5000.0:0,SAT:1169.65:1169.65:5000.0:0,SAT:800.609:800.609:5000.0:0,SAT:896.004:896.004:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/diagnosis/ACG-20-10p1.cnf,SAT:4065.36:4065.36:5000.0:0,SAT:2458.44:2458.44:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2652.18:2652.18:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:4040.27:4040.27:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/diagnosis/UCG-20-10p1.cnf,SAT:2498.83:2498.83:5000.0:0,SAT:1077.21:1077.21:5000.0:0,SAT:3451.07:3451.07:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3721.63:3721.63:5000.0:0,SAT:2424.25:2424.25:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2201.51:2201.51:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/diagnosis/UTI-20-10p0.cnf,SAT:1456.19:1456.19:5000.0:0,SAT:810.737:810.737:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:467.934:467.934:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3028.73:3028.73:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/grieu/vmpc_27.cnf,SAT:51.8471:51.8471:5000.0:0,SAT:19.502:19.502:5000.0:0,SAT:11.2823:11.2823:5000.0:0,SAT:31.5582:31.5582:5000.0:0,SAT:11.6622:11.6622:5000.0:0,SAT:29.0616:29.0616:5000.0:0,SAT:11.7132:11.7132:5000.0:0,SAT:87.2037:87.2037:5000.0:0,SAT:124.094:124.094:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/grieu/vmpc_28.cnf,SAT:235.121:235.121:5000.0:0,SAT:205.309:205.309:5000.0:0,SAT:667.436:667.436:5000.0:0,SAT:487.1:487.1:5000.0:0,SAT:590.893:590.893:5000.0:0,SAT:42.7925:42.7925:5000.0:0,SAT:590.612:590.612:5000.0:0,SAT:899.668:899.668:5000.0:0,SAT:587.267:587.267:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/grieu/vmpc_31.cnf,SAT:2012.22:2012.22:5000.0:0,SAT:37.5373:37.5373:5000.0:0,SAT:2778.68:2778.68:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2337.29:2337.29:5000.0:0,SAT:3603.38:3603.38:5000.0:0,SAT:2591.63:2591.63:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3832.68:3832.68:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/palacios/safe-30-h30-sat.cnf,SAT:2.76858:2.76858:5000.0:0,SAT:5.37618:5.37618:5000.0:0,SAT:26.328:26.328:5000.0:0,SAT:420.882:420.882:5000.0:0,SAT:62.5805:62.5805:5000.0:0,SAT:4.24935:4.24935:5000.0:0,SAT:62.4495:62.4495:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:11.0183:11.0183:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/mixed/palacios/sortnet-8-ipc5-h19-sat.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/software-verification/babic/dspam_dump_vc972.cnf,SAT:1.63775:1.63775:5000.0:0,SAT:1.12583:1.12583:5000.0:0,SAT:1.20781:1.20781:5000.0:0,SAT:1.18382:1.18382:5000.0:0,SAT:1.03784:1.03784:5000.0:0,SAT:1.06984:1.06984:5000.0:0,SAT:1.09183:1.09183:5000.0:0,SAT:1.07383:1.07383:5000.0:0,SAT:4.5943:4.5943:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/software-verification/babic/itox_vc1138.cnf,SAT:2.88456:2.88456:5000.0:0,SAT:2.04169:2.04169:5000.0:0,SAT:3.62245:3.62245:5000.0:0,SAT:53.17:53.17:5000.0:0,SAT:3.32549:3.32549:5000.0:0,SAT:1.75673:1.75673:5000.0:0,SAT:3.71943:3.71943:5000.0:0,SAT:18.5562:18.5562:5000.0:0,SAT:4.27535:4.27535:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/software-verification/bitverif/countbitsarray02_32.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1165.24:1165.24:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:3882.16:3882.16:5000.0:0,SAT:1195.02:1195.02:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/software-verification/bitverif/minxorminand128.cnf,SAT:1182.33:1182.33:5000.0:0,SAT:1085.97:1085.97:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2486.81:2486.81:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/software-verification/fuhs/AProVE07-08.cnf,SAT:1599.31:1599.31:5000.0:0,SAT:394.382:394.382:5000.0:0,SAT:327.953:327.953:5000.0:0,SAT:834.649:834.649:5000.0:0,SAT:337.3:337.3:5000.0:0,SAT:239.797:239.797:5000.0:0,SAT:346.306:346.306:5000.0:0,SAT:451.219:451.219:5000.0:0,SAT:592.639:592.639:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/software-verification/fuhs/AProVE07-16.cnf,SAT:161.893:161.893:5000.0:0,SAT:107.463:107.463:5000.0:0,SAT:193.762:193.762:5000.0:0,SAT:317.538:317.538:5000.0:0,SAT:198.91:198.91:5000.0:0,SAT:61.4867:61.4867:5000.0:0,SAT:211.654:211.654:5000.0:0,SAT:105.745:105.745:5000.0:0,SAT:201.217:201.217:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/software-verification/fuhs/AProVE07-27.cnf,SAT:2237.66:2237.66:5000.0:0,SAT:584.902:584.902:5000.0:0,SAT:1917.32:1917.32:5000.0:0,SAT:824.131:824.131:5000.0:0,SAT:1789.29:1789.29:5000.0:0,SAT:593.07:593.07:5000.0:0,SAT:1769.83:1769.83:5000.0:0,SAT:821.347:821.347:5000.0:0,SAT:714.922:714.922:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/software-verification/fuhs/AProVE09-20.cnf,SAT:371.008:371.008:5000.0:0,SAT:29.5415:29.5415:5000.0:0,SAT:379.134:379.134:5000.0:0,SAT:3017.92:3017.92:5000.0:0,SAT:298.732:298.732:5000.0:0,SAT:32.613:32.613:5000.0:0,SAT:416.99:416.99:5000.0:0,SAT:425.594:425.594:5000.0:0,SAT:23.4554:23.4554:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/software-verification/nec/hard-18-U-10652.cnf,SAT:23.8474:23.8474:5000.0:0,SAT:18.8191:18.8191:5000.0:0,SAT:17.9343:17.9343:5000.0:0,SAT:28.5697:28.5697:5000.0:0,SAT:20.7498:20.7498:5000.0:0,SAT:20.6939:20.6939:5000.0:0,SAT:19.632:19.632:5000.0:0,SAT:19.532:19.532:5000.0:0,SAT:10.5354:10.5354:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATRace2010/software-verification/post/zfcp-2.8-u2-nh.cnf,SAT:60.8517:60.8517:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:64.9131:64.9131:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:53.6968:53.6968:5000.0:0,SAT:65.689:65.689:5000.0:0,CRASHED:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2002/20_rule/SAT_dat.k60.debugged.cnf,SAT:99.9658:99.9658:5000.0:0,SAT:31.2333:31.2333:5000.0:0,SAT:104.094:104.094:5000.0:0,SAT:257.47:257.47:5000.0:0,SAT:185.702:185.702:5000.0:0,SAT:52.697:52.697:5000.0:0,SAT:76.2774:76.2774:5000.0:0,SAT:113.617:113.617:5000.0:0,SAT:40.5368:40.5368:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2002/20_rule/SAT_dat.k65.debugged.cnf,SAT:71.0842:71.0842:5000.0:0,SAT:44.5732:44.5732:5000.0:0,SAT:145.61:145.61:5000.0:0,SAT:257.711:257.711:5000.0:0,SAT:160.629:160.629:5000.0:0,SAT:74.0787:74.0787:5000.0:0,SAT:127.49:127.49:5000.0:0,SAT:253.518:253.518:5000.0:0,SAT:24.5653:24.5653:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2002/20_rule/SAT_dat.k90.debugged.cnf,SAT:487.76:487.76:5000.0:0,SAT:46.9289:46.9289:5000.0:0,SAT:468.105:468.105:5000.0:0,SAT:552.969:552.969:5000.0:0,SAT:848.753:848.753:5000.0:0,SAT:175.4:175.4:5000.0:0,SAT:357.546:357.546:5000.0:0,SAT:510.716:510.716:5000.0:0,SAT:61.8346:61.8346:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2002/23_rule/SAT_dat.k85.debugged.cnf,SAT:394.259:394.259:5000.0:0,SAT:216.412:216.412:5000.0:0,SAT:698.013:698.013:5000.0:0,SAT:955.948:955.948:5000.0:0,SAT:768.226:768.226:5000.0:0,SAT:370.388:370.388:5000.0:0,SAT:608.191:608.191:5000.0:0,SAT:967.996:967.996:5000.0:0,SAT:115.183:115.183:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2002/24_1_rule_1/SAT_dat.k90.debugged.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2002/24_1_rule_2/SAT_dat.k55.debugged.cnf,SAT:3461.4:3461.4:5000.0:0,SAT:3339.15:3339.15:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1482.43:1482.43:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2002/31_1_rule_1/SAT_dat.k35.debugged.cnf,SAT:2143.33:2143.33:5000.0:0,SAT:1324.95:1324.95:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:533.969:533.969:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SC2012_Application_Debugged/satrace-unselected/ibm/2002/31_1_rule_1/SAT_dat.k40.debugged.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
