instance,2011_INDU-LR_GL_SHR,2011_INDU-RestartSAT,2011_INDU-cir_minisat,2011_INDU-contrasat,2011_INDU-ebminisat,2011_INDU-glueminisat,2011_INDU-minisat,2011_INDU-minisat-2.2.0-agile-26,2011_INDU-rcl
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/bitverif/isqrt/isqrt1_32.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:353.699:353.699:5000.0:0,SAT:121.175:121.175:5000.0:0,SAT:135.388:135.388:5000.0:0,SAT:132.56:132.56:5000.0:0,SAT:90.4752:90.4752:5000.0:0,SAT:125.165:125.165:5000.0:0,SAT:101.101:101.101:5000.0:0,SAT:136.082:136.082:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/bitverif/isqrt/isqrt2_32.cnf,SAT:2910.96:2910.96:5000.0:0,SAT:318.404:318.404:5000.0:0,SAT:100.594:100.594:5000.0:0,SAT:116.541:116.541:5000.0:0,SAT:107.947:107.947:5000.0:0,SAT:132.279:132.279:5000.0:0,SAT:97.4162:97.4162:5000.0:0,SAT:64.5502:64.5502:5000.0:0,SAT:191.701:191.701:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/bitverif/maxand/maxand128.cnf,SAT:10.3774:10.3774:5000.0:0,SAT:77.3242:77.3242:5000.0:0,SAT:4514.59:4514.59:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:11.2043:11.2043:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:118.585:118.585:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/bitverif/maxor/maxor064.cnf,SAT:178.849:178.849:5000.0:0,SAT:137.017:137.017:5000.0:0,SAT:420.76:420.76:5000.0:0,SAT:471.043:471.043:5000.0:0,SAT:372.481:372.481:5000.0:0,SAT:91.5861:91.5861:5000.0:0,SAT:396.142:396.142:5000.0:0,SAT:325.182:325.182:5000.0:0,SAT:740.7:740.7:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor064.cnf,SAT:86.2389:86.2389:5000.0:0,SAT:92.303:92.303:5000.0:0,SAT:527.538:527.538:5000.0:0,SAT:75.3145:75.3145:5000.0:0,SAT:421.832:421.832:5000.0:0,SAT:75.4185:75.4185:5000.0:0,SAT:626.096:626.096:5000.0:0,SAT:1526.14:1526.14:5000.0:0,SAT:146.888:146.888:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/bitverif/minor/minor128.cnf,SAT:5.36518:5.36518:5000.0:0,SAT:32.3071:32.3071:5000.0:0,SAT:2865.58:2865.58:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2626.49:2626.49:5000.0:0,SAT:9.96748:9.96748:5000.0:0,SAT:2700.63:2700.63:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:139.397:139.397:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/bitverif/smulo/smulo032.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:735.232:735.232:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/crypto/desgen/gss-18-s100.cnf,SAT:520.434:520.434:5000.0:0,SAT:445.493:445.493:5000.0:0,SAT:276.29:276.29:5000.0:0,SAT:185.441:185.441:5000.0:0,SAT:537.586:537.586:5000.0:0,SAT:424.613:424.613:5000.0:0,SAT:269.334:269.334:5000.0:0,SAT:208.856:208.856:5000.0:0,SAT:474.892:474.892:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-08.cnf,SAT:81.0977:81.0977:5000.0:0,SAT:156.496:156.496:5000.0:0,SAT:76.3214:76.3214:5000.0:0,SAT:105.267:105.267:5000.0:0,SAT:153.622:153.622:5000.0:0,SAT:200.548:200.548:5000.0:0,SAT:74.5447:74.5447:5000.0:0,SAT:68.6736:68.6736:5000.0:0,SAT:89.9333:89.9333:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/diagnosis/ACG-10-10p1.cnf,SAT:100.066:100.066:5000.0:0,SAT:65.821:65.821:5000.0:0,SAT:202.248:202.248:5000.0:0,SAT:215.27:215.27:5000.0:0,SAT:135.395:135.395:5000.0:0,SAT:71.8681:71.8681:5000.0:0,SAT:160.932:160.932:5000.0:0,SAT:110.475:110.475:5000.0:0,SAT:106.601:106.601:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/diagnosis/ACG-15-5p0.cnf,SAT:111.716:111.716:5000.0:0,SAT:83.1914:83.1914:5000.0:0,SAT:96.5143:96.5143:5000.0:0,SAT:161.05:161.05:5000.0:0,SAT:171.436:171.436:5000.0:0,SAT:57.0893:57.0893:5000.0:0,SAT:119.918:119.918:5000.0:0,SAT:87.9726:87.9726:5000.0:0,SAT:108.351:108.351:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/diagnosis/ACG-20-5p0.cnf,SAT:861.838:861.838:5000.0:0,SAT:759.164:759.164:5000.0:0,SAT:480.692:480.692:5000.0:0,SAT:985.833:985.833:5000.0:0,SAT:648.254:648.254:5000.0:0,SAT:731.808:731.808:5000.0:0,SAT:616.466:616.466:5000.0:0,SAT:505.796:505.796:5000.0:0,SAT:789.148:789.148:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/diagnosis/UCG-10-10p1.cnf,SAT:23.3115:23.3115:5000.0:0,SAT:80.7947:80.7947:5000.0:0,SAT:62.8134:62.8134:5000.0:0,SAT:197.821:197.821:5000.0:0,SAT:87.7837:87.7837:5000.0:0,SAT:47.4708:47.4708:5000.0:0,SAT:83.6393:83.6393:5000.0:0,SAT:49.2665:49.2665:5000.0:0,SAT:49.3765:49.3765:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/diagnosis/UCG-15-5p1.cnf,SAT:96.7473:96.7473:5000.0:0,SAT:59.5589:59.5589:5000.0:0,SAT:110.617:110.617:5000.0:0,SAT:183.573:183.573:5000.0:0,SAT:70.1883:70.1883:5000.0:0,SAT:56.5044:56.5044:5000.0:0,SAT:78.837:78.837:5000.0:0,SAT:106.777:106.777:5000.0:0,SAT:41.3227:41.3227:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/diagnosis/UCG-20-10p0.cnf,SAT:1550.37:1550.37:5000.0:0,SAT:779.655:779.655:5000.0:0,SAT:2049.37:2049.37:5000.0:0,SAT:4542.84:4542.84:5000.0:0,SAT:3666.18:3666.18:5000.0:0,SAT:1952.25:1952.25:5000.0:0,SAT:3017.74:3017.74:5000.0:0,SAT:1977.6:1977.6:5000.0:0,SAT:1757.8:1757.8:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/diagnosis/UCG-20-5p0.cnf,SAT:434.702:434.702:5000.0:0,SAT:411.08:411.08:5000.0:0,SAT:398.959:398.959:5000.0:0,SAT:242.633:242.633:5000.0:0,SAT:266.661:266.661:5000.0:0,SAT:879.296:879.296:5000.0:0,SAT:311.962:311.962:5000.0:0,SAT:190.572:190.572:5000.0:0,SAT:264.161:264.161:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/diagnosis/UR-15-5p1.cnf,SAT:97.1642:97.1642:5000.0:0,SAT:63.5743:63.5743:5000.0:0,SAT:159.312:159.312:5000.0:0,SAT:483.154:483.154:5000.0:0,SAT:217.238:217.238:5000.0:0,SAT:57.6662:57.6662:5000.0:0,SAT:206.244:206.244:5000.0:0,SAT:130.837:130.837:5000.0:0,SAT:112.492:112.492:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/diagnosis/UTI-10-10p1.cnf,SAT:52.1801:52.1801:5000.0:0,SAT:43.1634:43.1634:5000.0:0,SAT:126.132:126.132:5000.0:0,SAT:159.834:159.834:5000.0:0,SAT:188.332:188.332:5000.0:0,SAT:29.0166:29.0166:5000.0:0,SAT:151.119:151.119:5000.0:0,SAT:181.28:181.28:5000.0:0,SAT:44.2163:44.2163:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/fuhs/AProVE11/AProVE11-01.cnf,SAT:2.68059:2.68059:5000.0:0,SAT:3.87441:3.87441:5000.0:0,SAT:1.81372:1.81372:5000.0:0,SAT:2.09768:2.09768:5000.0:0,SAT:2.10968:2.10968:5000.0:0,SAT:2.69159:2.69159:5000.0:0,SAT:2.35264:2.35264:5000.0:0,SAT:1.59376:1.59376:5000.0:0,SAT:4.31934:4.31934:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/fuhs/AProVE11/AProVE11-05.cnf,SAT:4.02639:4.02639:5000.0:0,SAT:4.89725:4.89725:5000.0:0,SAT:1.78773:1.78773:5000.0:0,SAT:1.35879:1.35879:5000.0:0,SAT:1.65075:1.65075:5000.0:0,SAT:5.84111:5.84111:5000.0:0,SAT:2.13368:2.13368:5000.0:0,SAT:1.17582:1.17582:5000.0:0,SAT:6.67298:6.67298:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/fuhs/AProVE11/AProVE11-08.cnf,SAT:4.55231:4.55231:5000.0:0,SAT:3.39948:3.39948:5000.0:0,SAT:2.67359:2.67359:5000.0:0,SAT:4.20536:4.20536:5000.0:0,SAT:3.00054:3.00054:5000.0:0,SAT:5.76912:5.76912:5000.0:0,SAT:3.47947:3.47947:5000.0:0,SAT:3.66444:3.66444:5000.0:0,SAT:4.53831:4.53831:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/fuhs/AProVE11/AProVE11-14.cnf,SAT:7.42087:7.42087:5000.0:0,SAT:5.11822:5.11822:5000.0:0,SAT:4.23236:4.23236:5000.0:0,SAT:4.65829:4.65829:5000.0:0,SAT:4.53931:4.53931:5000.0:0,SAT:8.07177:8.07177:5000.0:0,SAT:5.46517:5.46517:5000.0:0,SAT:4.24935:4.24935:5000.0:0,SAT:8.82566:8.82566:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top27.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1023.31:1023.31:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:137.987:137.987:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:287.983:287.983:5000.0:0,SAT:1066.86:1066.86:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtswvrod6x8p2-tseitin.cnf,SAT:13.8339:13.8339:5000.0:0,SAT:12.1781:12.1781:5000.0:0,SAT:9.33358:9.33358:5000.0:0,SAT:18.2182:18.2182:5000.0:0,SAT:8.64069:8.64069:5000.0:0,SAT:9.76951:9.76951:5000.0:0,SAT:12.4181:12.4181:5000.0:0,SAT:8.70268:8.70268:5000.0:0,SAT:10.1435:10.1435:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_eventlogadm_vc331235-tseitin.cnf,SAT:6.48301:6.48301:5000.0:0,SAT:5.73213:5.73213:5000.0:0,SAT:4.36134:4.36134:5000.0:0,SAT:4.43732:4.43732:5000.0:0,SAT:4.86726:4.86726:5000.0:0,SAT:3.81642:3.81642:5000.0:0,SAT:4.24735:4.24735:5000.0:0,SAT:3.23251:3.23251:5000.0:0,SAT:9.97548:9.97548:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_eventlogadm_vc344392-tseitin.cnf,SAT:1.15882:1.15882:5000.0:0,SAT:0.888864:0.888864:5000.0:0,SAT:0.823874:0.823874:5000.0:0,SAT:0.896862:0.896862:5000.0:0,SAT:0.868867:0.868867:5000.0:0,SAT:0.898862:0.898862:5000.0:0,SAT:0.972851:0.972851:5000.0:0,SAT:0.78188:0.78188:5000.0:0,SAT:4.69329:4.69329:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_eventlogadm_vc352372-tseitin.cnf,SAT:7.34188:7.34188:5000.0:0,SAT:5.14022:5.14022:5000.0:0,SAT:52.9599:52.9599:5000.0:0,SAT:9.03663:9.03663:5000.0:0,SAT:101.09:101.09:5000.0:0,SAT:5.95409:5.95409:5000.0:0,SAT:48.3956:48.3956:5000.0:0,SAT:4.66829:4.66829:5000.0:0,SAT:8.76467:8.76467:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225297-tseitin.cnf,SAT:1.16882:1.16882:5000.0:0,SAT:0.948855:0.948855:5000.0:0,SAT:0.814875:0.814875:5000.0:0,SAT:0.907861:0.907861:5000.0:0,SAT:0.866867:0.866867:5000.0:0,SAT:0.892863:0.892863:5000.0:0,SAT:0.834872:0.834872:5000.0:0,SAT:0.819874:0.819874:5000.0:0,SAT:3.12552:3.12552:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1228572-tseitin.cnf,SAT:2.24266:2.24266:5000.0:0,SAT:1.88971:1.88971:5000.0:0,SAT:1.65375:1.65375:5000.0:0,SAT:2.09268:2.09268:5000.0:0,SAT:1.79373:1.79373:5000.0:0,SAT:1.65275:1.65275:5000.0:0,SAT:1.59176:1.59176:5000.0:0,SAT:1.55476:1.55476:5000.0:0,SAT:5.07423:5.07423:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbclient_vc1225238-tseitin.cnf,SAT:1.40279:1.40279:5000.0:0,SAT:1.2978:1.2978:5000.0:0,SAT:1.07284:1.07284:5000.0:0,SAT:1.2868:1.2868:5000.0:0,SAT:1.51777:1.51777:5000.0:0,SAT:1.37379:1.37379:5000.0:0,SAT:1.00085:1.00085:5000.0:0,SAT:0.989848:0.989848:5000.0:0,SAT:2.6296:2.6296:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbclient_vc1225819-tseitin.cnf,SAT:2.36364:2.36364:5000.0:0,SAT:1.9407:1.9407:5000.0:0,SAT:1.70374:1.70374:5000.0:0,SAT:1.9907:1.9907:5000.0:0,SAT:1.77373:1.77373:5000.0:0,SAT:1.78273:1.78273:5000.0:0,SAT:1.72574:1.72574:5000.0:0,SAT:1.65875:1.65875:5000.0:0,SAT:5.33119:5.33119:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbclient_vc1228447-tseitin.cnf,SAT:2.33664:2.33664:5000.0:0,SAT:2.03369:2.03369:5000.0:0,SAT:1.78773:1.78773:5000.0:0,SAT:2.09568:2.09568:5000.0:0,SAT:1.80172:1.80172:5000.0:0,SAT:1.80772:1.80772:5000.0:0,SAT:2.36164:2.36164:5000.0:0,SAT:1.72674:1.72674:5000.0:0,SAT:4.51831:4.51831:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbsharemodes_vc4322-tseitin.cnf,SAT:5.96509:5.96509:5000.0:0,SAT:4.70728:4.70728:5000.0:0,SAT:33.6609:33.6609:5000.0:0,SAT:7.61484:7.61484:5000.0:0,SAT:39.185:39.185:5000.0:0,SAT:4.40133:4.40133:5000.0:0,SAT:33.164:33.164:5000.0:0,SAT:11.1953:11.1953:5000.0:0,SAT:9.47756:9.47756:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbsharemodes_vc6201-tseitin.cnf,SAT:2.16667:2.16667:5000.0:0,SAT:1.60276:1.60276:5000.0:0,SAT:1.61175:1.61175:5000.0:0,SAT:1.42778:1.42778:5000.0:0,SAT:1.57876:1.57876:5000.0:0,SAT:1.3068:1.3068:5000.0:0,SAT:1.90771:1.90771:5000.0:0,SAT:1.92471:1.92471:5000.0:0,SAT:2.88856:2.88856:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbsharemodes_vc7701-tseitin.cnf,SAT:6.03308:6.03308:5000.0:0,SAT:5.36018:5.36018:5000.0:0,SAT:5.84511:5.84511:5000.0:0,SAT:6.01508:6.01508:5000.0:0,SAT:5.65414:5.65414:5000.0:0,SAT:4.93725:4.93725:5000.0:0,SAT:7.72383:7.72383:5000.0:0,SAT:6.04508:6.04508:5000.0:0,SAT:7.83881:7.83881:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-innfeed_innfeed_vc36608-tseitin.cnf,SAT:1.00785:1.00785:5000.0:0,SAT:0.813876:0.813876:5000.0:0,SAT:0.799877:0.799877:5000.0:0,SAT:0.822874:0.822874:5000.0:0,SAT:1.52077:1.52077:5000.0:0,SAT:0.959853:0.959853:5000.0:0,SAT:0.778881:0.778881:5000.0:0,SAT:0.866867:0.866867:5000.0:0,SAT:1.52077:1.52077:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-innfeed_innfeed_vc37051-tseitin.cnf,SAT:1.13283:1.13283:5000.0:0,SAT:1.10883:1.10883:5000.0:0,SAT:1.2888:1.2888:5000.0:0,SAT:2.6116:2.6116:5000.0:0,SAT:1.38479:1.38479:5000.0:0,SAT:0.881865:0.881865:5000.0:0,SAT:1.51377:1.51377:5000.0:0,SAT:0.905861:0.905861:5000.0:0,SAT:2.51762:2.51762:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc17912-tseitin.cnf,SAT:13.8519:13.8519:5000.0:0,SAT:2.00469:2.00469:5000.0:0,SAT:51.8551:51.8551:5000.0:0,SAT:6.69198:6.69198:5000.0:0,SAT:53.5049:53.5049:5000.0:0,SAT:1.9477:1.9477:5000.0:0,SAT:54.4747:54.4747:5000.0:0,SAT:2.23266:2.23266:5000.0:0,SAT:6.79397:6.79397:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_2.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:136.897:136.897:5000.0:0,SAT:1852.56:1852.56:5000.0:0,SAT:1083.13:1083.13:5000.0:0,SAT:1869.2:1869.2:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2056.31:2056.31:5000.0:0,SAT:734.822:734.822:5000.0:0,SAT:1483.62:1483.62:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/kullmann/AES/Benchmarks/64/aes_64_1_keyfind_2.cnf,SAT:311.596:311.596:5000.0:0,SAT:720.367:720.367:5000.0:0,SAT:2152.91:2152.91:5000.0:0,SAT:204.498:204.498:5000.0:0,SAT:2188.52:2188.52:5000.0:0,SAT:149.54:149.54:5000.0:0,SAT:2400.38:2400.38:5000.0:0,SAT:657.613:657.613:5000.0:0,SAT:500.255:500.255:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/leberre/2dimensionalstrippacking/E03X18.cnf,SAT:21.2748:21.2748:5000.0:0,SAT:19.915:19.915:5000.0:0,SAT:38.4891:38.4891:5000.0:0,SAT:22.3586:22.3586:5000.0:0,SAT:40.9818:40.9818:5000.0:0,SAT:10.3384:10.3384:5000.0:0,SAT:39.8749:39.8749:5000.0:0,SAT:7.36088:7.36088:5000.0:0,SAT:13.342:13.342:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/leberre/2dimensionalstrippacking/E04F17.cnf,SAT:80.3678:80.3678:5000.0:0,SAT:11.8002:11.8002:5000.0:0,SAT:8.08977:8.08977:5000.0:0,SAT:3.44248:3.44248:5000.0:0,SAT:4.6193:4.6193:5000.0:0,SAT:7.2419:7.2419:5000.0:0,SAT:8.41872:8.41872:5000.0:0,SAT:1.14282:1.14282:5000.0:0,SAT:4.93625:4.93625:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.130-NOTKNOWN.cnf,SAT:71.49:71.49:5000.0:0,SAT:34.9577:34.9577:5000.0:0,SAT:187.693:187.693:5000.0:0,SAT:147.596:147.596:5000.0:0,SAT:183.164:183.164:5000.0:0,SAT:195.775:195.775:5000.0:0,SAT:200.981:200.981:5000.0:0,SAT:123.993:123.993:5000.0:0,SAT:60.2418:60.2418:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.140-NOTKNOWN.cnf,SAT:42.1996:42.1996:5000.0:0,SAT:52.1161:52.1161:5000.0:0,SAT:157.72:157.72:5000.0:0,SAT:144.669:144.669:5000.0:0,SAT:162.891:162.891:5000.0:0,SAT:45.5691:45.5691:5000.0:0,SAT:161.956:161.956:5000.0:0,SAT:64.8821:64.8821:5000.0:0,SAT:22.8905:22.8905:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.150-NOTKNOWN.cnf,SAT:38.4462:38.4462:5000.0:0,SAT:35.4156:35.4156:5000.0:0,SAT:180.686:180.686:5000.0:0,SAT:95.9344:95.9344:5000.0:0,SAT:261.502:261.502:5000.0:0,SAT:40.5098:40.5098:5000.0:0,SAT:189.366:189.366:5000.0:0,SAT:72.355:72.355:5000.0:0,SAT:65.937:65.937:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.140-NOTKNOWN.cnf,SAT:45.0092:45.0092:5000.0:0,SAT:47.7557:47.7557:5000.0:0,SAT:47.8247:47.8247:5000.0:0,SAT:145.543:145.543:5000.0:0,SAT:44.3293:44.3293:5000.0:0,SAT:32.3771:32.3771:5000.0:0,SAT:49.5015:49.5015:5000.0:0,SAT:71.4881:71.4881:5000.0:0,SAT:35.0907:35.0907:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-3.045-NOTKNOWN.cnf,SAT:745.921:745.921:5000.0:0,SAT:188.752:188.752:5000.0:0,SAT:607.157:607.157:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:603.627:603.627:5000.0:0,SAT:856.998:856.998:5000.0:0,SAT:610.895:610.895:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:536.867:536.867:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2011unselected/SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-3.055-NOTKNOWN.cnf,SAT:171.595:171.595:5000.0:0,SAT:41.2577:41.2577:5000.0:0,SAT:1328.79:1328.79:5000.0:0,SAT:2051.97:2051.97:5000.0:0,SAT:1378.37:1378.37:5000.0:0,SAT:90.8902:90.8902:5000.0:0,SAT:1361.29:1361.29:5000.0:0,SAT:2147.45:2147.45:5000.0:0,SAT:187.74:187.74:5000.0:0
