instance,2007_INDU-minisat-sat07,2007_INDU-mxc,2007_INDU-picosat-535,2009_INDU-clasp-1.2.0-SAT09,2009_INDU-kw,2009_INDU-manysat,2009_INDU-minisat,2009_INDU-minisat-cumrp,2009_INDU-minisat09z,2009_INDU-precosat-236-3e7a3f8-090322,2011_INDU-LR_GL_SHR,2011_INDU-RestartSAT,2011_INDU-cir_minisat,2011_INDU-contrasat,2011_INDU-ebminisat,2011_INDU-glueminisat,2011_INDU-minisat,2011_INDU-minisat-2.2.0-agile-26,2011_INDU-rcl,2013_INDU-GlucoRed,2013_INDU-Lingeling,2013_INDU-Lingeling_aqw,2013_INDU-Nigma,2013_INDU-Nigma-NoPB,2013_INDU-RSeq,2013_INDU-Riss3g_3g,2013_INDU-SAT4J,2013_INDU-Solver43a,2013_INDU-Solver43b,2013_INDU-ZENN,2013_INDU-forl,2013_INDU-gluH,2013_INDU-gluH_simp,2013_INDU-glucose,2013_INDU-glue_bit,2013_INDU-gluebit_lgl,2013_INDU-glueminisat,2013_INDU-minipure,2013_INDU-relback,2013_INDU-satUZK,2013_INDU-sattimeRelbackShr,2013_INDU-strangenight,2014_INDU-BFS-Glucose_1.0c,2014_INDU-BFS-Glucose_mem_16_70_1.0cm,2014_INDU-BFS-Glucose_mem_32_70_1.0cm,2014_INDU-BFS-Glucose_mem_8_85_1.0cm,2014_INDU-CCAnr+glucose_2014,2014_INDU-Lingeling_(druplig)_azd,2014_INDU-Lingeling_(no_agile)_ayv,2014_INDU-Lingeling_ayv,2014_INDU-MiniSat_HACK_1430ED_1.0,2014_INDU-MiniSat_HACK_999ED_1.0,2014_INDU-Nigma,2014_INDU-Riss_4.27,2014_INDU-Riss_BlackBox_BlackBox,2014_INDU-Riss_DRAT,2014_INDU-SGSeq_1.0,2014_INDU-SWDiA5BY_A26,2014_INDU-SWDiA5BY_A30.4.100,2014_INDU-SatUZK_55,2014_INDU-SparrowToRiss_2014,2014_INDU-cryptominisat-4.1-st_4.1-st,2014_INDU-cryptominisat-v41-tuned-st_v41-tuned-st,2014_INDU-glucose_3.0,2014_INDU-glue_lgl_split_1.0,2014_INDU-glueminisat,2014_INDU-glueminisat_dev122,2014_INDU-minisat_blbd_1.13,2014_INDU-sattime2014r_2014r
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/bitverif/isqrt/isqrt1_32.cnf,SAT:200.964:200.964:5000.0:0,SAT:215.133:215.133:5000.0:0,SAT:1738.83:1738.83:5000.0:0,SAT:164.973:164.973:5000.0:0,SAT:158.284:158.284:5000.0:0,SAT:336.67:336.67:5000.0:0,SAT:314.321:314.321:5000.0:0,SAT:430.942:430.942:5000.0:0,SAT:390.657:390.657:5000.0:0,SAT:160.847:160.847:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:353.699:353.699:5000.0:0,SAT:121.175:121.175:5000.0:0,SAT:135.388:135.388:5000.0:0,SAT:132.56:132.56:5000.0:0,SAT:90.4752:90.4752:5000.0:0,SAT:125.165:125.165:5000.0:0,SAT:101.101:101.101:5000.0:0,SAT:136.082:136.082:5000.0:0,SAT:148.691:148.691:5000.0:0,SAT:133.686:133.686:5000.0:0,SAT:143.202:143.202:5000.0:0,SAT:73.2919:73.2919:5000.0:0,SAT:74.3187:74.3187:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:71.2832:71.2832:5000.0:0,SAT:315.423:315.423:5000.0:0,SAT:55.0596:55.0596:5000.0:0,SAT:62.2145:62.2145:5000.0:0,SAT:83.1024:83.1024:5000.0:0,SAT:164.552:164.552:5000.0:0,SAT:67.8087:67.8087:5000.0:0,SAT:78.848:78.848:5000.0:0,SAT:79.5519:79.5519:5000.0:0,SAT:62.6185:62.6185:5000.0:0,SAT:128.235:128.235:5000.0:0,SAT:80.4308:80.4308:5000.0:0,SAT:82.7214:82.7214:5000.0:0,SAT:76.5344:76.5344:5000.0:0,SAT:175.511:175.511:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:392.828:392.828:5000.0:0,SAT:134.466:134.466:5000.0:0,SAT:158.824:158.824:5000.0:0,SAT:166.815:166.815:5000.0:0,SAT:127.658:127.658:5000.0:0,SAT:1080.7:1080.7:5000.0:0,SAT:125.781:125.781:5000.0:0,SAT:119.74:119.74:5000.0:0,SAT:126.025:126.025:5000.0:0,SAT:83.3133:83.3133:5000.0:0,SAT:69.1215:69.1215:5000.0:0,SAT:94.0387:94.0387:5000.0:0,SAT:88.2326:88.2326:5000.0:0,SAT:117.747:117.747:5000.0:0,SAT:87.7387:87.7387:5000.0:0,SAT:1063.29:1063.29:5000.0:0,SAT:69.1385:69.1385:5000.0:0,SAT:81.7986:81.7986:5000.0:0,SAT:136.453:136.453:5000.0:0,SAT:301.583:301.583:5000.0:0,SAT:128.697:128.697:5000.0:0,SAT:120.504:120.504:5000.0:0,SAT:80.4198:80.4198:5000.0:0,SAT:128.777:128.777:5000.0:0,SAT:117.02:117.02:5000.0:0,SAT:114.544:114.544:5000.0:0,SAT:61.7276:61.7276:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/bitverif/isqrt/isqrt2_32.cnf,SAT:231.551:231.551:5000.0:0,SAT:283.645:283.645:5000.0:0,SAT:2100.67:2100.67:5000.0:0,SAT:228.627:228.627:5000.0:0,SAT:229.09:229.09:5000.0:0,SAT:440.325:440.325:5000.0:0,SAT:410.917:410.917:5000.0:0,SAT:565.201:565.201:5000.0:0,SAT:420.658:420.658:5000.0:0,SAT:290.669:290.669:5000.0:0,SAT:2910.96:2910.96:5000.0:0,SAT:318.404:318.404:5000.0:0,SAT:100.594:100.594:5000.0:0,SAT:116.541:116.541:5000.0:0,SAT:107.947:107.947:5000.0:0,SAT:132.279:132.279:5000.0:0,SAT:97.4162:97.4162:5000.0:0,SAT:64.5502:64.5502:5000.0:0,SAT:191.701:191.701:5000.0:0,SAT:135.517:135.517:5000.0:0,SAT:149.928:149.928:5000.0:0,SAT:109.577:109.577:5000.0:0,SAT:77.8462:77.8462:5000.0:0,SAT:78.1061:78.1061:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:84.1842:84.1842:5000.0:0,SAT:475.483:475.483:5000.0:0,SAT:142.094:142.094:5000.0:0,SAT:85.9969:85.9969:5000.0:0,SAT:88.9045:88.9045:5000.0:0,SAT:144.765:144.765:5000.0:0,SAT:83.5313:83.5313:5000.0:0,SAT:74.7286:74.7286:5000.0:0,SAT:81.5426:81.5426:5000.0:0,SAT:72.7669:72.7669:5000.0:0,SAT:153.385:153.385:5000.0:0,SAT:88.4516:88.4516:5000.0:0,SAT:111.942:111.942:5000.0:0,SAT:66.4279:66.4279:5000.0:0,SAT:226.939:226.939:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:434.682:434.682:5000.0:0,SAT:172.806:172.806:5000.0:0,SAT:216.223:216.223:5000.0:0,SAT:215.043:215.043:5000.0:0,SAT:166.56:166.56:5000.0:0,SAT:1081.18:1081.18:5000.0:0,SAT:138.517:138.517:5000.0:0,SAT:124.067:124.067:5000.0:0,SAT:137.675:137.675:5000.0:0,SAT:77.5652:77.5652:5000.0:0,SAT:78.876:78.876:5000.0:0,SAT:89.1794:89.1794:5000.0:0,SAT:140.345:140.345:5000.0:0,SAT:112.584:112.584:5000.0:0,SAT:140.476:140.476:5000.0:0,SAT:1065.4:1065.4:5000.0:0,SAT:77.7222:77.7222:5000.0:0,SAT:84.4402:84.4402:5000.0:0,SAT:176.806:176.806:5000.0:0,SAT:331.478:331.478:5000.0:0,SAT:147.543:147.543:5000.0:0,SAT:156.724:156.724:5000.0:0,SAT:81.9545:81.9545:5000.0:0,SAT:165.725:165.725:5000.0:0,SAT:136.723:136.723:5000.0:0,SAT:132.669:132.669:5000.0:0,SAT:78.649:78.649:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/bitverif/maxand/maxand128.cnf,SAT:1107.15:1107.15:5000.0:0,SAT:982.114:982.114:5000.0:0,SAT:1060.88:1060.88:5000.0:0,SAT:26.9809:26.9809:5000.0:0,SAT:246.775:246.775:5000.0:0,SAT:529.384:529.384:5000.0:0,SAT:117.084:117.084:5000.0:0,SAT:1683.4:1683.4:5000.0:0,SAT:456.098:456.098:5000.0:0,SAT:12.865:12.865:5000.0:0,SAT:10.3774:10.3774:5000.0:0,SAT:77.3242:77.3242:5000.0:0,SAT:4514.59:4514.59:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:11.2043:11.2043:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:118.585:118.585:5000.0:0,SAT:7.31289:7.31289:5000.0:0,SAT:8.76767:8.76767:5000.0:0,SAT:22.0307:22.0307:5000.0:0,SAT:44.8042:44.8042:5000.0:0,SAT:71.7821:71.7821:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:8.28774:8.28774:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:67.7447:67.7447:5000.0:0,SAT:113.18:113.18:5000.0:0,SAT:10.4304:10.4304:5000.0:0,SAT:30.5324:30.5324:5000.0:0,SAT:22.4646:22.4646:5000.0:0,SAT:20.9788:20.9788:5000.0:0,SAT:5.09023:5.09023:5000.0:0,SAT:15.7116:15.7116:5000.0:0,SAT:103.678:103.678:5000.0:0,SAT:7.31489:7.31489:5000.0:0,SAT:4229.67:4229.67:5000.0:0,SAT:28.2417:28.2417:5000.0:0,SAT:160.681:160.681:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:16.2365:16.2365:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1005.32:1005.32:5000.0:0,SAT:55.4126:55.4126:5000.0:0,SAT:35.2746:35.2746:5000.0:0,SAT:38.6281:38.6281:5000.0:0,SAT:12.6541:12.6541:5000.0:0,SAT:27.1779:27.1779:5000.0:0,SAT:30.1004:30.1004:5000.0:0,SAT:21.7027:21.7027:5000.0:0,SAT:48.2407:48.2407:5000.0:0,SAT:24.6073:24.6073:5000.0:0,SAT:1003.81:1003.81:5000.0:0,SAT:16.9304:16.9304:5000.0:0,SAT:16.2785:16.2785:5000.0:0,SAT:157.31:157.31:5000.0:0,SAT:619.42:619.42:5000.0:0,SAT:44.9012:44.9012:5000.0:0,SAT:75.4995:75.4995:5000.0:0,SAT:5.56015:5.56015:5000.0:0,SAT:6.46902:6.46902:5000.0:0,SAT:8.21575:8.21575:5000.0:0,SAT:8.11677:8.11677:5000.0:0,SAT:71.3491:71.3491:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/bitverif/maxor/maxor064.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1168.51:1168.51:5000.0:0,SAT:1369.18:1369.18:5000.0:0,SAT:1116.95:1116.95:5000.0:0,SAT:210.118:210.118:5000.0:0,SAT:2410.1:2410.1:5000.0:0,SAT:2227.98:2227.98:5000.0:0,SAT:66.2609:66.2609:5000.0:0,SAT:178.849:178.849:5000.0:0,SAT:137.017:137.017:5000.0:0,SAT:420.76:420.76:5000.0:0,SAT:471.043:471.043:5000.0:0,SAT:372.481:372.481:5000.0:0,SAT:91.5861:91.5861:5000.0:0,SAT:396.142:396.142:5000.0:0,SAT:325.182:325.182:5000.0:0,SAT:740.7:740.7:5000.0:0,SAT:90.1083:90.1083:5000.0:0,SAT:169.672:169.672:5000.0:0,SAT:181.574:181.574:5000.0:0,SAT:74.7416:74.7416:5000.0:0,SAT:92.7299:92.7299:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:203.693:203.693:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:141.67:141.67:5000.0:0,SAT:102.626:102.626:5000.0:0,SAT:147.796:147.796:5000.0:0,SAT:140.791:140.791:5000.0:0,SAT:131.34:131.34:5000.0:0,SAT:114.216:114.216:5000.0:0,SAT:94.6696:94.6696:5000.0:0,SAT:105.266:105.266:5000.0:0,SAT:930.406:930.406:5000.0:0,SAT:89.3494:89.3494:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:193.267:193.267:5000.0:0,SAT:513.694:513.694:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:198.799:198.799:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1148.39:1148.39:5000.0:0,SAT:137.797:137.797:5000.0:0,SAT:134.833:134.833:5000.0:0,SAT:142.71:142.71:5000.0:0,SAT:96.7053:96.7053:5000.0:0,SAT:170.755:170.755:5000.0:0,SAT:130.414:130.414:5000.0:0,SAT:227.767:227.767:5000.0:0,SAT:1091.31:1091.31:5000.0:0,SAT:282.346:282.346:5000.0:0,SAT:1099.64:1099.64:5000.0:0,SAT:69.2755:69.2755:5000.0:0,SAT:83.4623:83.4623:5000.0:0,SAT:747.921:747.921:5000.0:0,SAT:864.318:864.318:5000.0:0,SAT:217.36:217.36:5000.0:0,SAT:304.222:304.222:5000.0:0,SAT:105.932:105.932:5000.0:0,SAT:52.1251:52.1251:5000.0:0,SAT:83.9532:83.9532:5000.0:0,SAT:73.3598:73.3598:5000.0:0,SAT:287.13:287.13:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor064.cnf,SAT:2508.17:2508.17:5000.0:0,SAT:1035.18:1035.18:5000.0:0,SAT:1211.02:1211.02:5000.0:0,SAT:364.084:364.084:5000.0:0,SAT:303.777:303.777:5000.0:0,SAT:603.361:603.361:5000.0:0,SAT:223.039:223.039:5000.0:0,SAT:993.286:993.286:5000.0:0,SAT:872.197:872.197:5000.0:0,SAT:125.736:125.736:5000.0:0,SAT:86.2389:86.2389:5000.0:0,SAT:92.303:92.303:5000.0:0,SAT:527.538:527.538:5000.0:0,SAT:75.3145:75.3145:5000.0:0,SAT:421.832:421.832:5000.0:0,SAT:75.4185:75.4185:5000.0:0,SAT:626.096:626.096:5000.0:0,SAT:1526.14:1526.14:5000.0:0,SAT:146.888:146.888:5000.0:0,SAT:142.917:142.917:5000.0:0,SAT:228.302:228.302:5000.0:0,SAT:174.34:174.34:5000.0:0,SAT:62.5785:62.5785:5000.0:0,SAT:106.241:106.241:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:121.657:121.657:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:121.039:121.039:5000.0:0,SAT:97.2772:97.2772:5000.0:0,SAT:193.898:193.898:5000.0:0,SAT:173.743:173.743:5000.0:0,SAT:66.4159:66.4159:5000.0:0,SAT:106.952:106.952:5000.0:0,SAT:86.3939:86.3939:5000.0:0,SAT:46.086:46.086:5000.0:0,SAT:132.968:132.968:5000.0:0,SAT:90.1393:90.1393:5000.0:0,SAT:991.047:991.047:5000.0:0,SAT:93.4838:93.4838:5000.0:0,SAT:104.838:104.838:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:131.926:131.926:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1100.34:1100.34:5000.0:0,SAT:109.647:109.647:5000.0:0,SAT:148.369:148.369:5000.0:0,SAT:146.698:146.698:5000.0:0,SAT:103.493:103.493:5000.0:0,SAT:153.945:153.945:5000.0:0,SAT:104.318:104.318:5000.0:0,SAT:140.222:140.222:5000.0:0,SAT:437.587:437.587:5000.0:0,SAT:137.137:137.137:5000.0:0,SAT:1127.54:1127.54:5000.0:0,SAT:108.235:108.235:5000.0:0,SAT:82.2085:82.2085:5000.0:0,SAT:646.021:646.021:5000.0:0,SAT:848.771:848.771:5000.0:0,SAT:224.487:224.487:5000.0:0,SAT:340.501:340.501:5000.0:0,SAT:106.861:106.861:5000.0:0,SAT:69.8224:69.8224:5000.0:0,SAT:124.385:124.385:5000.0:0,SAT:161.863:161.863:5000.0:0,SAT:214.68:214.68:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/bitverif/minor/minor128.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:824.978:824.978:5000.0:0,SAT:1407.78:1407.78:5000.0:0,SAT:16.8084:16.8084:5000.0:0,SAT:181.412:181.412:5000.0:0,SAT:363.95:363.95:5000.0:0,SAT:110.534:110.534:5000.0:0,SAT:1048.84:1048.84:5000.0:0,SAT:626.31:626.31:5000.0:0,SAT:13.5509:13.5509:5000.0:0,SAT:5.36518:5.36518:5000.0:0,SAT:32.3071:32.3071:5000.0:0,SAT:2865.58:2865.58:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:2626.49:2626.49:5000.0:0,SAT:9.96748:9.96748:5000.0:0,SAT:2700.63:2700.63:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:139.397:139.397:5000.0:0,SAT:5.34219:5.34219:5000.0:0,SAT:10.4074:10.4074:5000.0:0,SAT:23.8304:23.8304:5000.0:0,SAT:55.2726:55.2726:5000.0:0,SAT:103.533:103.533:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:29.2616:29.2616:5000.0:0,SAT:3790.11:3790.11:5000.0:0,SAT:83.3703:83.3703:5000.0:0,SAT:73.3489:73.3489:5000.0:0,SAT:8.12576:8.12576:5000.0:0,SAT:33.5489:33.5489:5000.0:0,SAT:19.579:19.579:5000.0:0,SAT:18.2112:18.2112:5000.0:0,SAT:4.87426:4.87426:5000.0:0,SAT:18.9001:18.9001:5000.0:0,SAT:80.9107:80.9107:5000.0:0,SAT:9.2286:9.2286:5000.0:0,SAT:2480.39:2480.39:5000.0:0,SAT:24.9442:24.9442:5000.0:0,SAT:78.2081:78.2081:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:15.8256:15.8256:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1005.56:1005.56:5000.0:0,SAT:43.2694:43.2694:5000.0:0,SAT:30.1264:30.1264:5000.0:0,SAT:29.0526:29.0526:5000.0:0,SAT:17.5093:17.5093:5000.0:0,SAT:25.2292:25.2292:5000.0:0,SAT:27.1769:27.1769:5000.0:0,SAT:24.5273:24.5273:5000.0:0,SAT:30.9123:30.9123:5000.0:0,SAT:27.4378:27.4378:5000.0:0,SAT:1010.74:1010.74:5000.0:0,SAT:6.544:6.544:5000.0:0,SAT:8.5727:8.5727:5000.0:0,SAT:215.538:215.538:5000.0:0,SAT:777.584:777.584:5000.0:0,SAT:75.1146:75.1146:5000.0:0,SAT:56.3874:56.3874:5000.0:0,SAT:5.19821:5.19821:5000.0:0,SAT:3.20851:3.20851:5000.0:0,SAT:8.40572:8.40572:5000.0:0,SAT:7.78881:7.78881:5000.0:0,SAT:105.43:105.43:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/bitverif/smulo/smulo032.cnf,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1344.28:1344.28:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:691.602:691.602:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:735.232:735.232:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:301.362:301.362:5000.0:0,SAT:1379.05:1379.05:5000.0:0,SAT:2695.38:2695.38:5000.0:0,SAT:1023.29:1023.29:5000.0:0,SAT:1097.34:1097.34:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:406.244:406.244:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1536.9:1536.9:5000.0:0,SAT:1023.73:1023.73:5000.0:0,SAT:2001.45:2001.45:5000.0:0,SAT:808.262:808.262:5000.0:0,SAT:442.508:442.508:5000.0:0,SAT:545.038:545.038:5000.0:0,SAT:707.563:707.563:5000.0:0,SAT:710.619:710.619:5000.0:0,SAT:474.221:474.221:5000.0:0,SAT:1048.43:1048.43:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1568.91:1568.91:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1830.13:1830.13:5000.0:0,SAT:1226.54:1226.54:5000.0:0,SAT:1877.3:1877.3:5000.0:0,SAT:4786.55:4786.55:5000.0:0,SAT:811.552:811.552:5000.0:0,SAT:1214.65:1214.65:5000.0:0,SAT:2131.93:2131.93:5000.0:0,SAT:456.821:456.821:5000.0:0,SAT:2600.98:2600.98:5000.0:0,SAT:427.765:427.765:5000.0:0,SAT:1941.92:1941.92:5000.0:0,SAT:1263.03:1263.03:5000.0:0,SAT:1002.02:1002.02:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:1770.03:1770.03:5000.0:0,SAT:776.279:776.279:5000.0:0,SAT:683.716:683.716:5000.0:0,SAT:856.277:856.277:5000.0:0,SAT:436.373:436.373:5000.0:0,SAT:914.78:914.78:5000.0:0,SAT:804.395:804.395:5000.0:0,SAT:765.985:765.985:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
/global/scratch/v7q8/2012SATInstances/Application_SAT+UNSAT/SATChallenge2012_Application/SATCompetition2009unselected/application/SAT09/APPLICATIONS/crypto/desgen/gss-18-s100.cnf,SAT:1103.63:1103.63:5000.0:0,SAT:1441.05:1441.05:5000.0:0,SAT:2200.59:2200.59:5000.0:0,SAT:783.564:783.564:5000.0:0,SAT:538.546:538.546:5000.0:0,SAT:1913.58:1913.58:5000.0:0,SAT:113.678:113.678:5000.0:0,SAT:1757.24:1757.24:5000.0:0,SAT:815.805:815.805:5000.0:0,SAT:406.707:406.707:5000.0:0,SAT:520.434:520.434:5000.0:0,SAT:445.493:445.493:5000.0:0,SAT:276.29:276.29:5000.0:0,SAT:185.441:185.441:5000.0:0,SAT:537.586:537.586:5000.0:0,SAT:424.613:424.613:5000.0:0,SAT:269.334:269.334:5000.0:0,SAT:208.856:208.856:5000.0:0,SAT:474.892:474.892:5000.0:0,SAT:1747.78:1747.78:5000.0:0,SAT:53.9598:53.9598:5000.0:0,SAT:217.163:217.163:5000.0:0,SAT:136.187:136.187:5000.0:0,SAT:70.4213:70.4213:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:213.378:213.378:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:310.832:310.832:5000.0:0,SAT:392.188:392.188:5000.0:0,SAT:283.759:283.759:5000.0:0,SAT:49.6924:49.6924:5000.0:0,SAT:118.938:118.938:5000.0:0,SAT:250.609:250.609:5000.0:0,SAT:231.656:231.656:5000.0:0,SAT:22.2406:22.2406:5000.0:0,SAT:43.9553:43.9553:5000.0:0,SAT:485.2:485.2:5000.0:0,SAT:433.007:433.007:5000.0:0,SAT:13.5599:13.5599:5000.0:0,SAT:271.51:271.51:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0,SAT:238.699:238.699:5000.0:0,SAT:1169.58:1169.58:5000.0:0,SAT:3999.7:3999.7:5000.0:0,SAT:47.7487:47.7487:5000.0:0,SAT:1829.75:1829.75:5000.0:0,SAT:1594.02:1594.02:5000.0:0,SAT:452.484:452.484:5000.0:0,SAT:60.4998:60.4998:5000.0:0,SAT:64.4242:64.4242:5000.0:0,SAT:48.9346:48.9346:5000.0:0,SAT:8.30674:8.30674:5000.0:0,SAT:386.872:386.872:5000.0:0,SAT:147.431:147.431:5000.0:0,SAT:117.614:117.614:5000.0:0,SAT:155.421:155.421:5000.0:0,SAT:1371.66:1371.66:5000.0:0,SAT:263.051:263.051:5000.0:0,SAT:295.012:295.012:5000.0:0,SAT:478.487:478.487:5000.0:0,SAT:918.926:918.926:5000.0:0,SAT:307.181:307.181:5000.0:0,SAT:160.782:160.782:5000.0:0,SAT:225.509:225.509:5000.0:0,SAT:248.613:248.613:5000.0:0,SAT:310.143:310.143:5000.0:0,SAT:284.598:284.598:5000.0:0,SAT:240.167:240.167:5000.0:0,TIMEOUT:5000.0:5000.0:5000.0:0
